,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
30,503.68,539.31,602.71,483.34,534.54,413.81,618.6,509.23,402.21,486.44,403.25,519.14,479.23,390.3,469.7,671.55,435.62,415.52,423.09,458.7,662.93,498.82,558.84,408.06,547.78,520.13,514.5,531.99,510.49,510.58,532.65,426.64,462.47,454.44,374.13,483.12,520.4,427.77,623.8,526.87,429.91,318.98,337.08,484.74,648.45,543.83,601.38,556.21,624.89,377.74
31,503.02,537.65,602.04,481.68,532.88,413.14,617.94,507.57,401.54,484.78,402.58,518.48,478.56,389.64,468.03,670.88,433.95,414.85,422.43,458.04,662.27,498.16,488.17,407.4,547.11,519.47,512.84,531.32,509.83,508.92,531.98,425.98,460.81,481.77,373.47,482.46,519.74,426.11,622.14,526.21,429.25,318.32,335.42,484.08,580.79,543.17,600.72,555.55,554.23,377.08
32,505.11,539.75,604.14,483.78,534.98,415.24,620.04,509.67,403.64,486.88,404.68,520.58,480.67,391.74,470.13,672.98,436.05,416.95,424.53,460.14,664.37,500.26,490.27,409.5,549.21,521.57,514.94,533.43,511.93,511.02,534.08,428.08,463.91,483.87,375.57,484.56,521.84,428.21,624.24,528.31,431.35,320.42,338.52,486.18,649.89,545.27,602.82,557.65,556.33,379.18
33,631.49,736.12,727.08,631.31,662.35,611.61,662.47,637.04,600.02,614.25,534.17,646.95,608.04,538.27,655.64,800.35,582.59,563.49,620.9,587.51,791.74,646.79,686.65,577.51,677.64,637.51,633.07,659.8,627.87,627.96,660.46,576.03,610.44,582.5,501.99,631.09,637.78,574.74,751.61,657.8,627.72,447.79,464.89,612.41,692.32,672.64,730.19,754.02,752.7,507.6
34,504.49,540.12,603.52,484.15,535.35,415.61,620.41,510.04,403.01,487.25,404.06,519.95,481.04,391.11,470.5,673.35,436.42,416.32,423.9,460.51,664.74,499.63,490.65,408.87,548.58,520.94,515.31,532.8,511.3,511.39,533.46,428.45,463.28,483.24,375.94,483.93,521.21,428.58,624.61,527.68,430.72,319.79,337.89,486.55,650.26,545.64,602.19,557.02,556.7,378.55
35,631.99,736.62,727.59,630.82,662.85,612.12,662.97,637.55,600.52,614.75,533.68,647.45,608.54,538.78,655.14,799.86,583.09,563.99,620.41,588.01,792.24,647.29,687.15,578.01,678.14,638.02,633.57,660.3,628.38,628.46,660.96,576.53,609.94,583.0,502.49,631.59,638.29,575.24,752.11,657.3,628.22,447.3,465.39,612.91,692.82,673.15,729.69,754.53,753.2,508.11
36,505.68,541.31,604.7,485.34,536.54,416.8,621.6,511.23,404.2,488.44,405.24,521.14,482.23,392.3,471.69,674.54,437.61,417.52,425.09,461.7,665.93,501.82,560.83,411.06,549.78,522.13,516.5,533.99,512.49,512.58,534.65,429.64,464.47,484.43,377.13,485.12,522.4,429.77,625.8,529.87,431.91,321.98,339.08,487.74,651.45,546.83,603.38,558.21,557.89,379.74
37,505.27,540.9,604.3,484.94,536.13,416.4,621.19,510.83,403.8,488.03,404.84,520.73,481.82,391.89,471.29,674.14,437.21,417.11,424.69,461.29,665.52,501.41,491.43,409.65,549.37,521.72,516.09,533.58,512.08,512.17,534.24,429.23,464.06,484.03,376.72,484.71,521.99,429.36,625.39,528.46,431.5,320.58,338.67,487.34,651.04,546.43,602.97,557.81,557.48,379.33
38,502.14,536.77,600.17,480.8,532.0,412.27,617.06,506.69,399.67,483.9,401.71,517.6,477.69,388.76,467.16,670.01,433.08,437.98,420.55,457.16,661.39,497.28,487.3,406.52,546.24,518.59,466.96,529.45,507.95,508.04,530.11,425.1,459.93,479.9,372.59,481.58,517.86,425.23,621.26,525.33,427.37,317.44,334.54,483.2,646.91,542.3,599.84,554.67,553.35,376.2
39,506.25,541.89,605.28,485.92,537.11,417.38,622.18,511.81,404.78,489.02,406.82,521.72,482.8,392.88,472.27,675.12,438.19,418.09,425.67,462.28,666.51,502.4,492.41,411.64,620.35,522.71,419.07,534.56,513.07,513.15,535.22,430.22,465.05,485.01,377.7,486.7,522.98,430.35,626.38,530.45,432.49,322.56,339.66,488.32,652.03,547.41,604.95,558.79,558.47,381.32
