,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
25,469.81,528.32,575.99,496.09,435.03,479.88,693.31,499.01,474.81,441.54,267.07,443.62,414.7,417.15,534.36,642.4,487.95,503.73,491.24,382.62,525.85,568.56,511.41,403.75,478.44,424.11,412.19,442.48,413.47,413.55,533.42,422.33,512.21,492.22,314.32,492.87,423.38,442.74,539.97,568.44,488.84,254.01,245.86,539.53,665.46,545.6,484.3,561.93,629.96,478.4
26,322.14,347.65,394.33,314.42,286.36,298.22,495.64,351.34,294.14,283.87,227.41,383.95,355.04,261.48,352.7,461.74,330.29,322.07,310.58,322.96,368.19,387.9,330.74,246.08,297.77,312.44,253.52,284.81,314.8,314.89,385.75,264.67,330.55,310.56,190.66,312.2,312.71,285.07,381.31,475.78,307.17,215.35,207.2,357.87,485.79,396.94,325.64,380.27,448.3,296.74
27,340.02,365.53,412.2,333.3,305.24,316.09,514.52,369.22,312.02,301.75,226.28,401.83,372.91,280.36,370.58,479.61,348.16,340.94,328.45,340.83,386.06,405.78,348.62,263.96,315.65,331.32,272.4,302.69,333.68,332.76,403.63,282.54,348.42,329.43,208.53,330.08,331.59,302.95,400.18,494.65,325.05,214.22,206.08,375.74,504.67,415.82,344.51,399.15,466.18,314.61
28,301.02,326.53,373.2,293.3,265.24,277.09,474.52,330.22,273.02,262.75,221.29,362.83,333.92,240.36,331.58,440.61,309.16,300.95,289.46,301.84,347.07,366.78,309.62,224.96,276.65,291.32,232.4,263.69,293.68,293.77,364.63,243.54,309.43,289.44,169.54,291.08,291.59,263.95,360.19,454.66,286.05,209.22,201.08,336.75,464.67,375.82,304.51,359.15,427.18,275.61
29,286.11,311.62,358.29,279.39,251.33,262.18,459.61,315.31,258.11,247.84,206.38,347.92,319.01,226.45,316.67,425.7,294.25,286.04,274.55,286.93,332.16,351.87,294.71,210.05,261.74,277.41,218.49,248.78,278.77,278.86,349.72,228.63,294.52,275.53,154.63,276.17,276.68,249.04,345.28,439.75,271.14,194.31,186.17,321.84,450.76,361.91,290.6,345.24,412.27,260.7
30,283.84,309.35,356.02,276.12,248.06,259.91,457.34,313.04,255.84,245.57,204.1,345.65,316.73,223.18,314.4,423.43,291.98,283.76,272.28,284.65,329.89,349.6,292.44,207.78,259.47,274.14,215.22,246.51,276.5,276.58,347.45,226.36,292.24,272.26,152.35,273.9,274.41,246.77,343.0,437.47,268.87,192.04,183.9,319.56,447.49,358.64,287.33,341.97,410.0,258.43
31,379.21,404.72,451.39,372.49,344.43,355.28,553.71,408.41,351.21,340.94,245.47,441.02,412.1,319.55,409.77,518.8,387.35,380.13,367.65,361.02,425.26,444.97,387.81,303.15,354.84,370.51,311.59,341.88,372.87,371.95,442.82,321.73,387.61,368.62,247.72,369.27,370.78,342.14,439.37,533.84,364.24,232.41,225.27,414.93,543.86,455.01,383.7,438.34,505.37,353.8
32,421.11,513.62,547.29,443.39,385.33,490.18,531.61,449.31,422.11,391.84,217.38,393.92,365.01,367.45,520.67,578.7,439.25,466.04,501.55,332.93,476.16,530.87,458.71,354.05,425.74,374.41,362.49,392.78,364.77,363.86,484.72,372.63,494.52,439.53,265.63,503.17,374.68,394.04,490.28,518.75,476.14,205.31,197.17,548.84,615.76,495.91,434.6,509.24,565.27,424.7
33,190.6,216.11,263.78,183.88,155.82,167.67,365.1,219.8,162.6,152.33,155.86,252.41,223.49,130.94,221.16,330.19,198.74,191.52,179.03,191.41,236.64,256.35,199.19,114.54,173.88,181.9,122.98,153.27,184.26,184.34,254.21,133.12,200.0,180.01,60.11,180.66,182.17,153.53,250.76,345.23,175.63,228.8,131.66,226.32,355.25,266.4,195.09,249.72,316.75,165.19
34,255.54,281.05,328.72,248.82,220.76,232.61,430.04,284.74,227.54,217.27,220.81,317.35,288.44,195.88,286.1,395.14,264.69,256.47,243.98,257.36,301.59,321.3,264.14,179.48,231.17,246.84,187.92,218.21,249.2,249.29,319.15,198.06,264.95,244.96,125.06,245.6,247.11,218.47,315.71,410.18,240.57,245.74,196.6,291.27,420.19,331.34,260.03,314.67,381.7,230.14
35,355.96,381.48,437.15,348.24,330.19,341.04,538.47,394.16,327.96,326.69,320.23,426.78,388.86,305.31,386.52,495.56,373.11,355.89,353.4,356.78,402.01,421.72,373.56,288.91,331.59,346.27,297.34,327.64,358.62,357.71,428.58,307.49,364.37,344.38,233.48,346.02,346.53,327.89,415.13,509.6,349.99,319.17,306.02,400.69,529.61,440.76,359.46,424.09,482.12,330.56
36,339.78,365.29,412.96,333.06,305.0,316.85,514.28,368.98,311.78,301.51,232.04,401.59,372.67,280.12,370.34,479.37,347.92,340.7,328.21,341.59,385.82,405.54,348.38,263.72,315.41,331.08,272.16,302.45,333.44,333.52,403.39,282.3,349.18,329.19,209.29,329.84,331.35,302.71,399.94,494.41,324.81,219.98,211.84,375.5,504.43,415.58,344.27,398.91,465.94,314.37
37,316.69,342.2,388.87,308.97,280.91,292.76,490.19,345.89,288.69,278.42,219.95,378.5,349.58,256.03,347.24,456.28,324.83,316.61,304.12,317.5,362.73,382.44,325.29,240.63,292.31,306.99,248.07,279.36,309.35,309.43,380.3,259.21,325.09,305.1,185.2,306.75,307.26,279.62,375.85,470.32,301.72,206.89,199.74,352.41,480.34,391.48,320.18,374.81,442.84,291.28
38,357.5,383.01,429.69,349.78,321.72,333.57,531.0,385.7,328.5,319.23,324.77,418.31,390.4,296.84,388.06,497.09,365.65,357.43,344.94,358.32,403.55,422.26,402.1,280.44,332.13,347.8,288.88,319.17,350.16,350.25,421.11,300.02,365.91,345.92,226.02,346.56,348.07,320.43,416.67,511.14,342.53,312.7,297.56,393.23,521.15,432.3,360.99,415.63,483.66,332.09
39,259.26,284.77,331.44,251.54,223.48,235.33,432.76,287.46,230.26,220.99,223.53,321.07,292.16,198.6,289.82,398.85,267.4,259.19,246.7,260.07,305.31,324.02,266.86,182.2,233.89,249.56,190.64,220.93,251.92,252.01,322.87,201.78,267.67,247.68,127.78,248.32,249.83,222.19,318.43,412.9,244.29,248.46,199.32,294.98,422.91,334.06,262.75,317.39,385.42,233.85
40,316.52,342.03,388.7,309.8,281.74,292.59,490.02,345.72,288.52,278.25,243.78,378.33,349.41,256.86,347.08,456.11,324.66,317.44,304.95,317.33,362.56,382.28,325.12,240.46,292.15,307.82,248.9,279.19,309.18,309.26,380.13,259.04,324.92,305.93,185.03,306.58,308.09,279.45,375.68,471.15,301.55,231.72,223.58,352.24,481.17,392.32,321.01,375.65,442.68,291.11
41,313.57,339.09,385.76,305.85,277.8,289.65,487.08,341.77,284.57,275.3,224.84,375.39,346.47,252.92,344.13,453.17,321.72,313.5,301.01,314.39,359.62,378.33,321.17,236.52,288.2,303.87,244.95,275.25,306.23,306.32,377.19,256.1,321.98,301.99,182.09,302.63,304.14,276.5,372.74,467.21,298.6,212.78,204.63,349.3,477.22,388.37,317.07,371.7,439.73,288.17
42,320.38,345.89,393.56,313.66,285.6,296.45,494.88,349.58,292.38,282.11,285.64,382.19,353.27,260.72,350.94,459.97,328.52,321.3,308.82,321.19,366.43,386.14,328.98,244.32,296.01,311.68,252.76,283.05,314.04,313.12,383.99,262.9,328.79,309.8,188.89,310.44,311.95,283.31,380.54,475.02,305.41,303.58,261.44,356.1,485.03,396.18,324.87,379.51,446.54,294.97
43,326.43,351.94,398.61,318.7,290.65,302.5,499.93,355.62,298.42,288.15,237.69,388.23,359.32,265.77,356.98,466.02,334.57,326.35,313.86,327.24,372.47,392.18,334.02,250.37,302.05,316.72,257.81,289.1,319.08,319.17,390.04,268.95,334.83,314.84,194.94,316.48,316.99,289.35,385.59,480.06,311.45,225.63,217.48,362.15,490.07,401.22,329.92,384.55,452.58,301.02
44,181.78,253.11,260.15,205.51,146.0,204.67,339.96,209.98,199.6,142.51,146.05,242.59,214.68,121.12,259.16,326.56,196.11,228.53,216.04,182.6,226.83,277.99,236.2,104.72,211.23,172.08,113.16,143.45,174.44,174.53,245.39,124.3,221.64,203.37,34.97,202.29,172.35,144.71,240.95,335.42,212.63,218.98,121.84,249.68,330.11,256.58,185.27,286.73,313.12,203.19
45,419.48,444.99,492.67,412.76,384.7,396.56,573.98,448.68,391.48,381.21,260.75,437.29,408.38,359.82,451.04,559.07,428.62,420.41,407.92,376.3,465.53,485.24,428.08,343.42,395.11,410.78,351.86,382.15,413.14,413.23,484.09,362.0,428.89,408.9,289.0,409.54,411.05,383.41,479.65,562.12,404.51,247.69,240.54,455.21,659.13,495.28,423.97,478.61,545.64,395.07
46,284.64,310.15,356.83,276.92,248.86,260.72,458.14,313.84,256.64,246.37,216.91,346.45,317.54,224.98,315.2,424.24,292.79,284.57,273.08,285.46,330.69,350.4,293.24,208.58,260.27,275.94,216.02,247.31,277.3,277.39,348.25,227.17,293.05,273.06,153.16,274.7,275.21,247.57,343.81,438.28,269.67,204.85,196.7,320.37,448.29,359.44,288.14,342.77,410.8,259.24
47,348.15,373.66,421.34,341.43,313.37,325.23,522.65,377.35,320.15,309.88,234.42,409.96,381.05,288.49,378.71,487.75,356.3,349.08,336.59,348.97,394.2,413.91,356.75,272.09,323.78,339.45,280.53,310.82,341.81,341.9,411.76,290.68,357.56,337.57,217.67,338.21,339.72,311.08,408.32,502.79,333.18,222.36,214.21,383.88,512.8,423.95,352.65,407.28,474.31,322.75
48,383.49,409.0,456.67,376.77,348.71,360.56,557.99,412.68,355.48,345.21,247.75,424.3,395.38,323.83,414.04,523.08,391.63,384.41,371.92,363.3,429.53,449.24,392.08,307.43,359.11,374.79,315.87,346.16,377.15,377.23,447.1,326.01,392.89,372.9,253.0,373.55,375.06,346.42,443.65,549.12,368.52,235.69,227.54,419.21,548.14,459.28,387.98,442.61,509.64,358.08
49,196.29,221.8,269.47,189.56,161.51,172.36,370.79,225.48,168.28,158.01,161.55,258.09,229.18,136.63,226.84,335.88,204.43,197.21,184.72,197.1,242.33,262.04,204.88,120.23,174.97,187.58,128.67,158.96,189.94,189.03,259.9,138.81,204.69,185.7,64.8,186.34,187.85,159.21,256.45,350.92,181.31,234.49,137.34,232.01,360.93,272.08,200.78,255.41,322.44,170.88
