source_index,target_index,distance_m,duration_s,waycategory
"[-75.20252, 40.0479515]","[-75.1658779, 39.9533135]",13489.0,1377.0,"[[0, 256, 0]]"
"[-75.20252, 40.0479515]","[-75.1541314, 39.9549848]",12911.1,1334.1,"[[0, 252, 0]]"
"[-75.20252, 40.0479515]","[-75.1548244, 39.9607]",12316.6,1267.1,"[[0, 232, 0]]"
"[-75.20252, 40.0479515]","[-75.1729633, 39.9619508]",12714.0,1369.5,"[[0, 230, 0]]"
"[-75.20252, 40.0479515]","[-75.1559444, 39.9539208]",12891.5,1354.5,"[[0, 252, 0]]"
"[-75.20252, 40.0479515]","[-75.1669336, 39.9542882]",13742.7,1419.0,"[[0, 262, 0]]"
"[-75.20252, 40.0479515]","[-75.1604697, 39.9560453]",13160.5,1343.6,"[[0, 252, 0]]"
"[-75.20252, 40.0479515]","[-75.1675937, 39.9498476]",15787.3,1456.8,"[[0, 98, 0], [98, 239, 1], [239, 275, 0]]"
"[-75.20252, 40.0479515]","[-75.1670679, 39.9458843]",14373.6,1520.9,"[[0, 280, 0]]"
"[-75.20252, 40.0479515]","[-75.1552838, 39.9513696]",13462.9,1408.9,"[[0, 263, 0]]"
"[-75.20252, 40.0479515]","[-75.1779185, 39.9527664]",14381.2,1326.3,"[[0, 98, 0], [98, 239, 1], [239, 252, 0]]"
"[-75.20252, 40.0479515]","[-75.1797862, 39.9531685]",14550.6,1362.2,"[[0, 98, 0], [98, 232, 1], [232, 256, 0]]"
"[-75.20252, 40.0479515]","[-75.1544702, 39.9614844]",12223.7,1244.8,"[[0, 229, 0]]"
"[-75.20252, 40.0479515]","[-75.1655897, 39.9673357]",11685.5,1181.1,"[[0, 209, 0]]"
"[-75.20252, 40.0479515]","[-75.16608, 39.9510606]",15445.7,1433.8,"[[0, 98, 0], [98, 239, 1], [239, 265, 0]]"
"[-75.20252, 40.0479515]","[-75.1664209, 39.9503433]",13848.7,1449.1,"[[0, 268, 0]]"
"[-75.20252, 40.0479515]","[-75.1561177, 39.9487839]",13988.3,1499.8,"[[0, 284, 0]]"
"[-75.20252, 40.0479515]","[-75.1595695, 39.950964]",13226.5,1371.4,"[[0, 261, 0]]"
"[-75.20252, 40.0479515]","[-75.1498611, 39.9520642]",13556.9,1391.2,"[[0, 261, 0]]"
"[-75.1779803, 40.0613942]","[-75.1666744, 39.9529142]",14908.1,1525.9,"[[0, 310, 0]]"
"[-75.1779803, 40.0613942]","[-75.1547527, 39.9461843]",14918.7,1557.5,"[[0, 299, 0]]"
"[-75.1779803, 40.0613942]","[-75.1588087, 39.9519519]",14099.1,1442.7,"[[0, 299, 0]]"
"[-75.1779803, 40.0613942]","[-75.1555507, 39.9554634]",13697.7,1401.6,"[[0, 291, 0]]"
"[-75.1779803, 40.0613942]","[-75.1683452, 39.953861]",14654.2,1491.7,"[[0, 306, 0]]"
"[-75.1779803, 40.0613942]","[-75.1524421, 39.9486116]",14474.2,1496.0,"[[0, 289, 0]]"
"[-75.1779803, 40.0613942]","[-75.1696579, 39.9671376]",13127.6,1306.2,"[[0, 252, 0]]"
"[-75.1779803, 40.0613942]","[-75.1687489, 39.9511026]",17068.4,1519.5,"[[0, 149, 0], [149, 290, 1], [290, 315, 0]]"
"[-75.1779803, 40.0613942]","[-75.1513737, 39.9499548]",14288.6,1455.0,"[[0, 287, 0]]"
"[-75.1779803, 40.0613942]","[-75.1658471, 39.9513517]",14624.2,1504.2,"[[0, 307, 0]]"
"[-75.1779803, 40.0613942]","[-75.1808705, 39.9496709]",16911.2,1549.3,"[[0, 149, 0], [149, 290, 1], [290, 318, 0]]"
"[-75.1779803, 40.0613942]","[-75.16993, 39.954012]",16813.2,1521.6,"[[0, 149, 0], [149, 290, 1], [290, 310, 0]]"
"[-75.1779803, 40.0613942]","[-75.1689145, 39.9534406]",16810.7,1525.5,"[[0, 149, 0], [149, 290, 1], [290, 311, 0]]"
"[-75.1779803, 40.0613942]","[-75.1621446, 39.9565208]",13926.1,1421.6,"[[0, 294, 0]]"
"[-75.1779803, 40.0613942]","[-75.1562587, 39.9526803]",14185.3,1463.7,"[[0, 301, 0]]"
"[-75.1779803, 40.0613942]","[-75.160496, 39.9495792]",14272.5,1472.3,"[[0, 305, 0]]"
"[-75.1779803, 40.0613942]","[-75.1596329, 39.9559719]",13653.4,1395.8,"[[0, 291, 0]]"
"[-75.1779803, 40.0613942]","[-75.1543343, 39.9547207]",14011.4,1456.4,"[[0, 296, 0]]"
"[-75.1779803, 40.0613942]","[-75.1512021, 39.9477973]",14441.3,1473.6,"[[0, 290, 0]]"
"[-75.1779803, 40.0613942]","[-75.1712732, 39.953202]",16619.1,1495.7,"[[0, 149, 0], [149, 290, 1], [290, 307, 0]]"
"[-75.1779803, 40.0613942]","[-75.1646384, 39.9505969]",14741.4,1518.8,"[[0, 308, 0]]"
"[-75.1779803, 40.0613942]","[-75.1553822, 39.9564976]",14059.2,1470.1,"[[0, 297, 0]]"
"[-75.1779803, 40.0613942]","[-75.1521691, 39.9498503]",14548.3,1504.4,"[[0, 293, 0]]"
"[-75.1779803, 40.0613942]","[-75.1655738, 39.9548474]",14315.5,1449.0,"[[0, 295, 0]]"
"[-75.1779803, 40.0613942]","[-75.1462398, 39.9534007]",14100.3,1433.4,"[[0, 291, 0]]"
"[-75.1779803, 40.0613942]","[-75.1669977, 39.9542162]",14680.8,1502.6,"[[0, 304, 0]]"
"[-75.1779803, 40.0613942]","[-75.1659027, 39.9549769]",14355.4,1458.5,"[[0, 296, 0]]"
"[-75.1779803, 40.0613942]","[-75.1691875, 39.9538357]",14714.6,1501.2,"[[0, 308, 0]]"
"[-75.1779803, 40.0613942]","[-75.168648, 39.9552849]",14587.3,1486.2,"[[0, 302, 0]]"
"[-75.1779803, 40.0613942]","[-75.1686976, 39.9550004]",14586.5,1486.1,"[[0, 302, 0]]"
"[-75.1779803, 40.0613942]","[-75.1666223, 39.951126]",17214.8,1535.1,"[[0, 149, 0], [149, 290, 1], [290, 316, 0]]"
"[-75.1779803, 40.0613942]","[-75.1658779, 39.9533135]",14431.2,1461.4,"[[0, 298, 0]]"
"[-75.1779803, 40.0613942]","[-75.1541314, 39.9549848]",13853.2,1418.5,"[[0, 294, 0]]"
"[-75.1779803, 40.0613942]","[-75.1548244, 39.9607]",13258.8,1351.5,"[[0, 274, 0]]"
"[-75.1779803, 40.0613942]","[-75.1729633, 39.9619508]",14529.9,1475.7,"[[0, 281, 0]]"
"[-75.1779803, 40.0613942]","[-75.1559444, 39.9539208]",13833.7,1438.8,"[[0, 294, 0]]"
"[-75.1779803, 40.0613942]","[-75.1669336, 39.9542882]",14684.9,1503.3,"[[0, 304, 0]]"
"[-75.1779803, 40.0613942]","[-75.1604697, 39.9560453]",14102.7,1428.0,"[[0, 294, 0]]"
"[-75.1779803, 40.0613942]","[-75.1675937, 39.9498476]",14964.8,1542.7,"[[0, 314, 0]]"
"[-75.1779803, 40.0613942]","[-75.1670679, 39.9458843]",15315.8,1605.3,"[[0, 322, 0]]"
"[-75.1779803, 40.0613942]","[-75.1552838, 39.9513696]",14511.0,1491.0,"[[0, 295, 0]]"
"[-75.1779803, 40.0613942]","[-75.1779185, 39.9527664]",16197.0,1432.4,"[[0, 149, 0], [149, 290, 1], [290, 303, 0]]"
"[-75.1779803, 40.0613942]","[-75.1797862, 39.9531685]",16366.5,1468.4,"[[0, 149, 0], [149, 283, 1], [283, 307, 0]]"
"[-75.1779803, 40.0613942]","[-75.1544702, 39.9614844]",13165.8,1329.2,"[[0, 271, 0]]"
"[-75.1779803, 40.0613942]","[-75.1655897, 39.9673357]",13501.3,1287.2,"[[0, 260, 0]]"
"[-75.1779803, 40.0613942]","[-75.16608, 39.9510606]",17261.5,1539.9,"[[0, 149, 0], [149, 290, 1], [290, 316, 0]]"
"[-75.1779803, 40.0613942]","[-75.1664209, 39.9503433]",14790.9,1533.4,"[[0, 310, 0]]"
"[-75.1779803, 40.0613942]","[-75.1561177, 39.9487839]",14916.8,1540.9,"[[0, 298, 0]]"
"[-75.1779803, 40.0613942]","[-75.1595695, 39.950964]",14168.7,1455.7,"[[0, 303, 0]]"
"[-75.1779803, 40.0613942]","[-75.1498611, 39.9520642]",13934.5,1397.4,"[[0, 281, 0]]"
"[-75.1985085, 40.0462015]","[-75.1666744, 39.9529142]",13693.9,1437.4,"[[0, 260, 0]]"
"[-75.1985085, 40.0462015]","[-75.1547527, 39.9461843]",13718.1,1512.2,"[[0, 277, 0]]"
"[-75.1985085, 40.0462015]","[-75.1588087, 39.9519519]",12885.0,1354.2,"[[0, 249, 0]]"
"[-75.1985085, 40.0462015]","[-75.1555507, 39.9554634]",12483.5,1313.1,"[[0, 241, 0]]"
"[-75.1985085, 40.0462015]","[-75.1683452, 39.953861]",13440.0,1403.2,"[[0, 256, 0]]"
"[-75.1985085, 40.0462015]","[-75.1524421, 39.9486116]",13824.7,1485.6,"[[0, 261, 0]]"
"[-75.1985085, 40.0462015]","[-75.1696579, 39.9671376]",11039.8,1195.9,"[[0, 193, 0]]"
"[-75.1985085, 40.0462015]","[-75.1687489, 39.9511026]",14980.6,1409.2,"[[0, 90, 0], [90, 231, 1], [231, 256, 0]]"
"[-75.1985085, 40.0462015]","[-75.1513737, 39.9499548]",13639.1,1444.7,"[[0, 259, 0]]"
"[-75.1985085, 40.0462015]","[-75.1658471, 39.9513517]",13410.0,1415.7,"[[0, 257, 0]]"
"[-75.1985085, 40.0462015]","[-75.1808705, 39.9496709]",14823.3,1439.0,"[[0, 90, 0], [90, 231, 1], [231, 259, 0]]"
"[-75.1985085, 40.0462015]","[-75.16993, 39.954012]",14725.3,1411.3,"[[0, 90, 0], [90, 231, 1], [231, 251, 0]]"
"[-75.1985085, 40.0462015]","[-75.1689145, 39.9534406]",14722.8,1415.2,"[[0, 90, 0], [90, 231, 1], [231, 252, 0]]"
"[-75.1985085, 40.0462015]","[-75.1621446, 39.9565208]",12711.9,1333.0,"[[0, 244, 0]]"
"[-75.1985085, 40.0462015]","[-75.1562587, 39.9526803]",12971.1,1375.2,"[[0, 251, 0]]"
"[-75.1985085, 40.0462015]","[-75.160496, 39.9495792]",13058.4,1383.8,"[[0, 255, 0]]"
"[-75.1985085, 40.0462015]","[-75.1596329, 39.9559719]",12439.2,1307.2,"[[0, 241, 0]]"
"[-75.1985085, 40.0462015]","[-75.1543343, 39.9547207]",12797.2,1367.9,"[[0, 246, 0]]"
"[-75.1985085, 40.0462015]","[-75.1512021, 39.9477973]",13791.7,1463.2,"[[0, 262, 0]]"
"[-75.1985085, 40.0462015]","[-75.1712732, 39.953202]",14531.2,1385.4,"[[0, 90, 0], [90, 231, 1], [231, 248, 0]]"
"[-75.1985085, 40.0462015]","[-75.1646384, 39.9505969]",13527.2,1430.3,"[[0, 258, 0]]"
"[-75.1985085, 40.0462015]","[-75.1553822, 39.9564976]",12845.0,1381.6,"[[0, 247, 0]]"
"[-75.1985085, 40.0462015]","[-75.1521691, 39.9498503]",13514.7,1444.1,"[[0, 270, 0]]"
"[-75.1985085, 40.0462015]","[-75.1655738, 39.9548474]",13101.3,1360.4,"[[0, 245, 0]]"
"[-75.1985085, 40.0462015]","[-75.1462398, 39.9534007]",13450.8,1423.0,"[[0, 263, 0]]"
"[-75.1985085, 40.0462015]","[-75.1669977, 39.9542162]",13466.7,1414.1,"[[0, 254, 0]]"
"[-75.1985085, 40.0462015]","[-75.1659027, 39.9549769]",13141.2,1370.0,"[[0, 246, 0]]"
"[-75.1985085, 40.0462015]","[-75.1691875, 39.9538357]",13500.4,1412.7,"[[0, 258, 0]]"
"[-75.1985085, 40.0462015]","[-75.168648, 39.9552849]",13373.1,1397.7,"[[0, 252, 0]]"
"[-75.1985085, 40.0462015]","[-75.1686976, 39.9550004]",13372.3,1397.6,"[[0, 252, 0]]"
"[-75.1985085, 40.0462015]","[-75.1666223, 39.951126]",15127.0,1424.8,"[[0, 90, 0], [90, 231, 1], [231, 257, 0]]"
"[-75.1985085, 40.0462015]","[-75.1658779, 39.9533135]",13217.0,1372.9,"[[0, 248, 0]]"
"[-75.1985085, 40.0462015]","[-75.1541314, 39.9549848]",12639.1,1330.0,"[[0, 244, 0]]"
"[-75.1985085, 40.0462015]","[-75.1548244, 39.9607]",12044.6,1263.0,"[[0, 224, 0]]"
"[-75.1985085, 40.0462015]","[-75.1729633, 39.9619508]",12442.0,1365.4,"[[0, 222, 0]]"
"[-75.1985085, 40.0462015]","[-75.1559444, 39.9539208]",12619.5,1350.3,"[[0, 244, 0]]"
"[-75.1985085, 40.0462015]","[-75.1669336, 39.9542882]",13470.7,1414.8,"[[0, 254, 0]]"
"[-75.1985085, 40.0462015]","[-75.1604697, 39.9560453]",12888.5,1339.5,"[[0, 244, 0]]"
"[-75.1985085, 40.0462015]","[-75.1675937, 39.9498476]",15515.3,1452.7,"[[0, 90, 0], [90, 231, 1], [231, 267, 0]]"
"[-75.1985085, 40.0462015]","[-75.1670679, 39.9458843]",14101.6,1516.7,"[[0, 272, 0]]"
"[-75.1985085, 40.0462015]","[-75.1552838, 39.9513696]",13190.9,1404.7,"[[0, 255, 0]]"
"[-75.1985085, 40.0462015]","[-75.1779185, 39.9527664]",14109.2,1322.1,"[[0, 90, 0], [90, 231, 1], [231, 244, 0]]"
"[-75.1985085, 40.0462015]","[-75.1797862, 39.9531685]",14278.6,1358.1,"[[0, 90, 0], [90, 224, 1], [224, 248, 0]]"
"[-75.1985085, 40.0462015]","[-75.1544702, 39.9614844]",11951.7,1240.7,"[[0, 221, 0]]"
"[-75.1985085, 40.0462015]","[-75.1655897, 39.9673357]",11413.5,1176.9,"[[0, 201, 0]]"
"[-75.1985085, 40.0462015]","[-75.16608, 39.9510606]",15173.7,1429.6,"[[0, 90, 0], [90, 231, 1], [231, 257, 0]]"
"[-75.1985085, 40.0462015]","[-75.1664209, 39.9503433]",13576.7,1444.9,"[[0, 260, 0]]"
"[-75.1985085, 40.0462015]","[-75.1561177, 39.9487839]",13716.3,1495.6,"[[0, 276, 0]]"
"[-75.1985085, 40.0462015]","[-75.1595695, 39.950964]",12954.5,1367.2,"[[0, 253, 0]]"
"[-75.1985085, 40.0462015]","[-75.1498611, 39.9520642]",13284.9,1387.1,"[[0, 253, 0]]"
"[-75.1887718, 40.0457984]","[-75.1666744, 39.9529142]",13434.3,1393.5,"[[0, 271, 0]]"
"[-75.1887718, 40.0457984]","[-75.1547527, 39.9461843]",13444.9,1425.2,"[[0, 260, 0]]"
"[-75.1887718, 40.0457984]","[-75.1588087, 39.9519519]",12625.4,1310.4,"[[0, 260, 0]]"
"[-75.1887718, 40.0457984]","[-75.1555507, 39.9554634]",12223.9,1269.3,"[[0, 252, 0]]"
"[-75.1887718, 40.0457984]","[-75.1683452, 39.953861]",13180.4,1359.3,"[[0, 267, 0]]"
"[-75.1887718, 40.0457984]","[-75.1524421, 39.9486116]",13000.5,1363.6,"[[0, 250, 0]]"
"[-75.1887718, 40.0457984]","[-75.1696579, 39.9671376]",10831.7,1163.4,"[[0, 193, 0]]"
"[-75.1887718, 40.0457984]","[-75.1687489, 39.9511026]",14772.5,1376.7,"[[0, 90, 0], [90, 231, 1], [231, 256, 0]]"
"[-75.1887718, 40.0457984]","[-75.1513737, 39.9499548]",12814.9,1322.7,"[[0, 248, 0]]"
"[-75.1887718, 40.0457984]","[-75.1658471, 39.9513517]",13150.4,1371.8,"[[0, 268, 0]]"
"[-75.1887718, 40.0457984]","[-75.1808705, 39.9496709]",14615.2,1406.5,"[[0, 90, 0], [90, 231, 1], [231, 259, 0]]"
"[-75.1887718, 40.0457984]","[-75.16993, 39.954012]",14517.2,1378.7,"[[0, 90, 0], [90, 231, 1], [231, 251, 0]]"
"[-75.1887718, 40.0457984]","[-75.1689145, 39.9534406]",14514.7,1382.7,"[[0, 90, 0], [90, 231, 1], [231, 252, 0]]"
"[-75.1887718, 40.0457984]","[-75.1621446, 39.9565208]",12452.4,1289.2,"[[0, 255, 0]]"
"[-75.1887718, 40.0457984]","[-75.1562587, 39.9526803]",12711.5,1331.4,"[[0, 262, 0]]"
"[-75.1887718, 40.0457984]","[-75.160496, 39.9495792]",12798.8,1340.0,"[[0, 266, 0]]"
"[-75.1887718, 40.0457984]","[-75.1596329, 39.9559719]",12179.6,1263.4,"[[0, 252, 0]]"
"[-75.1887718, 40.0457984]","[-75.1543343, 39.9547207]",12537.6,1324.1,"[[0, 257, 0]]"
"[-75.1887718, 40.0457984]","[-75.1512021, 39.9477973]",12967.5,1341.2,"[[0, 251, 0]]"
"[-75.1887718, 40.0457984]","[-75.1712732, 39.953202]",14323.1,1352.9,"[[0, 90, 0], [90, 231, 1], [231, 248, 0]]"
"[-75.1887718, 40.0457984]","[-75.1646384, 39.9505969]",13267.6,1386.5,"[[0, 269, 0]]"
"[-75.1887718, 40.0457984]","[-75.1553822, 39.9564976]",12585.4,1337.8,"[[0, 258, 0]]"
"[-75.1887718, 40.0457984]","[-75.1521691, 39.9498503]",13074.5,1372.1,"[[0, 254, 0]]"
"[-75.1887718, 40.0457984]","[-75.1655738, 39.9548474]",12841.8,1316.6,"[[0, 256, 0]]"
"[-75.1887718, 40.0457984]","[-75.1462398, 39.9534007]",12626.6,1301.0,"[[0, 252, 0]]"
"[-75.1887718, 40.0457984]","[-75.1669977, 39.9542162]",13207.1,1370.2,"[[0, 265, 0]]"
"[-75.1887718, 40.0457984]","[-75.1659027, 39.9549769]",12881.6,1326.2,"[[0, 257, 0]]"
"[-75.1887718, 40.0457984]","[-75.1691875, 39.9538357]",13240.8,1368.9,"[[0, 269, 0]]"
"[-75.1887718, 40.0457984]","[-75.168648, 39.9552849]",13113.5,1353.9,"[[0, 263, 0]]"
"[-75.1887718, 40.0457984]","[-75.1686976, 39.9550004]",13112.8,1353.8,"[[0, 263, 0]]"
"[-75.1887718, 40.0457984]","[-75.1666223, 39.951126]",14918.9,1392.3,"[[0, 90, 0], [90, 231, 1], [231, 257, 0]]"
"[-75.1887718, 40.0457984]","[-75.1658779, 39.9533135]",12957.4,1329.0,"[[0, 259, 0]]"
"[-75.1887718, 40.0457984]","[-75.1541314, 39.9549848]",12379.5,1286.1,"[[0, 255, 0]]"
"[-75.1887718, 40.0457984]","[-75.1548244, 39.9607]",11785.1,1219.1,"[[0, 235, 0]]"
"[-75.1887718, 40.0457984]","[-75.1729633, 39.9619508]",12233.9,1332.8,"[[0, 222, 0]]"
"[-75.1887718, 40.0457984]","[-75.1559444, 39.9539208]",12359.9,1306.5,"[[0, 255, 0]]"
"[-75.1887718, 40.0457984]","[-75.1669336, 39.9542882]",13211.2,1371.0,"[[0, 265, 0]]"
"[-75.1887718, 40.0457984]","[-75.1604697, 39.9560453]",12628.9,1295.6,"[[0, 255, 0]]"
"[-75.1887718, 40.0457984]","[-75.1675937, 39.9498476]",13491.1,1410.4,"[[0, 275, 0]]"
"[-75.1887718, 40.0457984]","[-75.1670679, 39.9458843]",13842.0,1472.9,"[[0, 283, 0]]"
"[-75.1887718, 40.0457984]","[-75.1552838, 39.9513696]",13037.2,1358.6,"[[0, 256, 0]]"
"[-75.1887718, 40.0457984]","[-75.1779185, 39.9527664]",13901.1,1289.6,"[[0, 90, 0], [90, 231, 1], [231, 244, 0]]"
"[-75.1887718, 40.0457984]","[-75.1797862, 39.9531685]",14070.5,1325.5,"[[0, 90, 0], [90, 224, 1], [224, 248, 0]]"
"[-75.1887718, 40.0457984]","[-75.1544702, 39.9614844]",11692.1,1196.8,"[[0, 232, 0]]"
"[-75.1887718, 40.0457984]","[-75.1655897, 39.9673357]",11205.4,1144.4,"[[0, 201, 0]]"
"[-75.1887718, 40.0457984]","[-75.16608, 39.9510606]",14965.6,1397.1,"[[0, 90, 0], [90, 231, 1], [231, 257, 0]]"
"[-75.1887718, 40.0457984]","[-75.1664209, 39.9503433]",13317.2,1401.1,"[[0, 271, 0]]"
"[-75.1887718, 40.0457984]","[-75.1561177, 39.9487839]",13443.1,1408.5,"[[0, 259, 0]]"
"[-75.1887718, 40.0457984]","[-75.1595695, 39.950964]",12694.9,1323.4,"[[0, 264, 0]]"
"[-75.1887718, 40.0457984]","[-75.1498611, 39.9520642]",12460.7,1265.1,"[[0, 242, 0]]"
"[-75.2031854, 40.0480885]","[-75.1666744, 39.9529142]",14043.7,1425.9,"[[0, 263, 0]]"
"[-75.2031854, 40.0480885]","[-75.1547527, 39.9461843]",14067.8,1500.8,"[[0, 280, 0]]"
"[-75.2031854, 40.0480885]","[-75.1588087, 39.9519519]",13234.7,1342.8,"[[0, 252, 0]]"
"[-75.2031854, 40.0480885]","[-75.1555507, 39.9554634]",12833.2,1301.7,"[[0, 244, 0]]"
"[-75.2031854, 40.0480885]","[-75.1683452, 39.953861]",13789.7,1391.7,"[[0, 259, 0]]"
"[-75.2031854, 40.0480885]","[-75.1524421, 39.9486116]",14174.4,1474.2,"[[0, 264, 0]]"
"[-75.2031854, 40.0480885]","[-75.1696579, 39.9671376]",11389.5,1184.5,"[[0, 196, 0]]"
"[-75.2031854, 40.0480885]","[-75.1687489, 39.9511026]",15330.3,1397.8,"[[0, 93, 0], [93, 234, 1], [234, 259, 0]]"
"[-75.2031854, 40.0480885]","[-75.1513737, 39.9499548]",13988.8,1433.2,"[[0, 262, 0]]"
"[-75.2031854, 40.0480885]","[-75.1658471, 39.9513517]",13759.7,1404.2,"[[0, 260, 0]]"
"[-75.2031854, 40.0480885]","[-75.1808705, 39.9496709]",15173.1,1427.5,"[[0, 93, 0], [93, 234, 1], [234, 262, 0]]"
"[-75.2031854, 40.0480885]","[-75.16993, 39.954012]",15075.0,1399.8,"[[0, 93, 0], [93, 234, 1], [234, 254, 0]]"
"[-75.2031854, 40.0480885]","[-75.1689145, 39.9534406]",15072.6,1403.7,"[[0, 93, 0], [93, 234, 1], [234, 255, 0]]"
"[-75.2031854, 40.0480885]","[-75.1621446, 39.9565208]",13061.7,1321.6,"[[0, 247, 0]]"
"[-75.2031854, 40.0480885]","[-75.1562587, 39.9526803]",13320.8,1363.8,"[[0, 254, 0]]"
"[-75.2031854, 40.0480885]","[-75.160496, 39.9495792]",13408.1,1372.4,"[[0, 258, 0]]"
"[-75.2031854, 40.0480885]","[-75.1596329, 39.9559719]",12788.9,1295.8,"[[0, 244, 0]]"
"[-75.2031854, 40.0480885]","[-75.1543343, 39.9547207]",13146.9,1356.5,"[[0, 249, 0]]"
"[-75.2031854, 40.0480885]","[-75.1512021, 39.9477973]",14141.4,1451.8,"[[0, 265, 0]]"
"[-75.2031854, 40.0480885]","[-75.1712732, 39.953202]",14881.0,1374.0,"[[0, 93, 0], [93, 234, 1], [234, 251, 0]]"
"[-75.2031854, 40.0480885]","[-75.1646384, 39.9505969]",13876.9,1418.9,"[[0, 261, 0]]"
"[-75.2031854, 40.0480885]","[-75.1553822, 39.9564976]",13194.8,1370.2,"[[0, 250, 0]]"
"[-75.2031854, 40.0480885]","[-75.1521691, 39.9498503]",13864.4,1432.6,"[[0, 273, 0]]"
"[-75.2031854, 40.0480885]","[-75.1655738, 39.9548474]",13451.1,1349.0,"[[0, 248, 0]]"
"[-75.2031854, 40.0480885]","[-75.1462398, 39.9534007]",13800.5,1411.6,"[[0, 266, 0]]"
"[-75.2031854, 40.0480885]","[-75.1669977, 39.9542162]",13816.4,1402.6,"[[0, 257, 0]]"
"[-75.2031854, 40.0480885]","[-75.1659027, 39.9549769]",13490.9,1358.6,"[[0, 249, 0]]"
"[-75.2031854, 40.0480885]","[-75.1691875, 39.9538357]",13850.2,1401.3,"[[0, 261, 0]]"
"[-75.2031854, 40.0480885]","[-75.168648, 39.9552849]",13722.8,1386.3,"[[0, 255, 0]]"
"[-75.2031854, 40.0480885]","[-75.1686976, 39.9550004]",13722.1,1386.2,"[[0, 255, 0]]"
"[-75.2031854, 40.0480885]","[-75.1666223, 39.951126]",15476.7,1413.4,"[[0, 93, 0], [93, 234, 1], [234, 260, 0]]"
"[-75.2031854, 40.0480885]","[-75.1658779, 39.9533135]",13566.7,1361.4,"[[0, 251, 0]]"
"[-75.2031854, 40.0480885]","[-75.1541314, 39.9549848]",12988.8,1318.5,"[[0, 247, 0]]"
"[-75.2031854, 40.0480885]","[-75.1548244, 39.9607]",12394.4,1251.5,"[[0, 227, 0]]"
"[-75.2031854, 40.0480885]","[-75.1729633, 39.9619508]",12791.8,1353.9,"[[0, 225, 0]]"
"[-75.2031854, 40.0480885]","[-75.1559444, 39.9539208]",12969.2,1338.9,"[[0, 247, 0]]"
"[-75.2031854, 40.0480885]","[-75.1669336, 39.9542882]",13820.5,1403.4,"[[0, 257, 0]]"
"[-75.2031854, 40.0480885]","[-75.1604697, 39.9560453]",13238.2,1328.0,"[[0, 247, 0]]"
"[-75.2031854, 40.0480885]","[-75.1675937, 39.9498476]",15865.0,1441.2,"[[0, 93, 0], [93, 234, 1], [234, 270, 0]]"
"[-75.2031854, 40.0480885]","[-75.1670679, 39.9458843]",14451.3,1505.3,"[[0, 275, 0]]"
"[-75.2031854, 40.0480885]","[-75.1552838, 39.9513696]",13540.6,1393.3,"[[0, 258, 0]]"
"[-75.2031854, 40.0480885]","[-75.1779185, 39.9527664]",14458.9,1310.7,"[[0, 93, 0], [93, 234, 1], [234, 247, 0]]"
"[-75.2031854, 40.0480885]","[-75.1797862, 39.9531685]",14628.3,1346.6,"[[0, 93, 0], [93, 227, 1], [227, 251, 0]]"
"[-75.2031854, 40.0480885]","[-75.1544702, 39.9614844]",12301.4,1229.2,"[[0, 224, 0]]"
"[-75.2031854, 40.0480885]","[-75.1655897, 39.9673357]",11763.2,1165.5,"[[0, 204, 0]]"
"[-75.2031854, 40.0480885]","[-75.16608, 39.9510606]",15523.4,1418.2,"[[0, 93, 0], [93, 234, 1], [234, 260, 0]]"
"[-75.2031854, 40.0480885]","[-75.1664209, 39.9503433]",13926.5,1433.5,"[[0, 263, 0]]"
"[-75.2031854, 40.0480885]","[-75.1561177, 39.9487839]",14066.0,1484.2,"[[0, 279, 0]]"
"[-75.2031854, 40.0480885]","[-75.1595695, 39.950964]",13304.2,1355.8,"[[0, 256, 0]]"
"[-75.2031854, 40.0480885]","[-75.1498611, 39.9520642]",13634.6,1375.6,"[[0, 256, 0]]"
"[-75.196325, 40.0554771]","[-75.1666744, 39.9529142]",15334.6,1527.5,"[[0, 282, 0]]"
"[-75.196325, 40.0554771]","[-75.1547527, 39.9461843]",15358.8,1602.3,"[[0, 299, 0]]"
"[-75.196325, 40.0554771]","[-75.1588087, 39.9519519]",14525.7,1444.3,"[[0, 271, 0]]"
"[-75.196325, 40.0554771]","[-75.1555507, 39.9554634]",14124.2,1403.2,"[[0, 263, 0]]"
"[-75.196325, 40.0554771]","[-75.1683452, 39.953861]",15080.7,1493.3,"[[0, 278, 0]]"
"[-75.196325, 40.0554771]","[-75.1524421, 39.9486116]",14940.5,1559.4,"[[0, 303, 0]]"
"[-75.196325, 40.0554771]","[-75.1696579, 39.9671376]",12680.5,1286.0,"[[0, 215, 0]]"
"[-75.196325, 40.0554771]","[-75.1687489, 39.9511026]",16621.2,1499.3,"[[0, 112, 0], [112, 253, 1], [253, 278, 0]]"
"[-75.196325, 40.0554771]","[-75.1513737, 39.9499548]",14754.9,1518.4,"[[0, 301, 0]]"
"[-75.196325, 40.0554771]","[-75.1658471, 39.9513517]",15050.7,1505.8,"[[0, 279, 0]]"
"[-75.196325, 40.0554771]","[-75.1808705, 39.9496709]",16464.0,1529.1,"[[0, 112, 0], [112, 253, 1], [253, 281, 0]]"
"[-75.196325, 40.0554771]","[-75.16993, 39.954012]",16366.0,1501.4,"[[0, 112, 0], [112, 253, 1], [253, 273, 0]]"
"[-75.196325, 40.0554771]","[-75.1689145, 39.9534406]",16363.5,1505.3,"[[0, 112, 0], [112, 253, 1], [253, 274, 0]]"
