source_index,target_index,distance_m,duration_s,waycategory
"[-75.0823154, 40.0621535]","[-75.1513737, 39.9499548]",15503.9,1358.9,"[[0, 272, 0]]"
"[-75.0823154, 40.0621535]","[-75.1658471, 39.9513517]",16273.8,1440.1,"[[0, 320, 0]]"
"[-75.0823154, 40.0621535]","[-75.1808705, 39.9496709]",18080.8,1644.6,"[[0, 353, 0]]"
"[-75.0823154, 40.0621535]","[-75.16993, 39.954012]",16875.1,1494.1,"[[0, 329, 0]]"
"[-75.0823154, 40.0621535]","[-75.1689145, 39.9534406]",16872.6,1498.0,"[[0, 330, 0]]"
"[-75.0823154, 40.0621535]","[-75.1621446, 39.9565208]",15575.7,1357.5,"[[0, 307, 0]]"
"[-75.0823154, 40.0621535]","[-75.1562587, 39.9526803]",15752.2,1380.3,"[[0, 282, 0]]"
"[-75.0823154, 40.0621535]","[-75.160496, 39.9495792]",15922.1,1408.3,"[[0, 318, 0]]"
"[-75.0823154, 40.0621535]","[-75.1596329, 39.9559719]",15303.0,1331.7,"[[0, 304, 0]]"
"[-75.0823154, 40.0621535]","[-75.1543343, 39.9547207]",15640.3,1373.9,"[[0, 278, 0]]"
"[-75.0823154, 40.0621535]","[-75.1512021, 39.9477973]",15656.6,1377.4,"[[0, 275, 0]]"
"[-75.0823154, 40.0621535]","[-75.1712732, 39.953202]",16708.5,1489.1,"[[0, 325, 0]]"
"[-75.0823154, 40.0621535]","[-75.1646384, 39.9505969]",16390.9,1454.8,"[[0, 321, 0]]"
"[-75.0823154, 40.0621535]","[-75.1553822, 39.9564976]",15708.8,1406.1,"[[0, 310, 0]]"
"[-75.0823154, 40.0621535]","[-75.1521691, 39.9498503]",15763.6,1408.3,"[[0, 278, 0]]"
"[-75.0823154, 40.0621535]","[-75.1655738, 39.9548474]",15965.1,1384.9,"[[0, 308, 0]]"
"[-75.0823154, 40.0621535]","[-75.1462398, 39.9534007]",15315.7,1337.2,"[[0, 276, 0]]"
"[-75.0823154, 40.0621535]","[-75.1669977, 39.9542162]",16330.4,1438.6,"[[0, 317, 0]]"
"[-75.0823154, 40.0621535]","[-75.1659027, 39.9549769]",16004.9,1394.5,"[[0, 309, 0]]"
"[-75.0823154, 40.0621535]","[-75.1691875, 39.9538357]",16364.2,1437.2,"[[0, 321, 0]]"
"[-75.0823154, 40.0621535]","[-75.168648, 39.9552849]",16236.9,1422.2,"[[0, 315, 0]]"
"[-75.0823154, 40.0621535]","[-75.1686976, 39.9550004]",16236.1,1422.1,"[[0, 315, 0]]"
"[-75.0823154, 40.0621535]","[-75.1666223, 39.951126]",16758.6,1472.3,"[[0, 326, 0]]"
"[-75.0823154, 40.0621535]","[-75.1658779, 39.9533135]",16080.8,1397.3,"[[0, 311, 0]]"
"[-75.0823154, 40.0621535]","[-75.1541314, 39.9549848]",15502.8,1354.5,"[[0, 307, 0]]"
"[-75.0823154, 40.0621535]","[-75.1548244, 39.9607]",14908.4,1287.5,"[[0, 287, 0]]"
"[-75.0823154, 40.0621535]","[-75.1729633, 39.9619508]",16218.3,1505.4,"[[0, 311, 0]]"
"[-75.0823154, 40.0621535]","[-75.1559444, 39.9539208]",15483.3,1374.8,"[[0, 307, 0]]"
"[-75.0823154, 40.0621535]","[-75.1669336, 39.9542882]",16334.5,1439.3,"[[0, 317, 0]]"
"[-75.0823154, 40.0621535]","[-75.1604697, 39.9560453]",15752.3,1363.9,"[[0, 307, 0]]"
"[-75.0823154, 40.0621535]","[-75.1675937, 39.9498476]",16614.4,1478.7,"[[0, 327, 0]]"
"[-75.0823154, 40.0621535]","[-75.1670679, 39.9458843]",16965.4,1541.2,"[[0, 335, 0]]"
"[-75.0823154, 40.0621535]","[-75.1552838, 39.9513696]",15726.3,1394.8,"[[0, 280, 0]]"
"[-75.0823154, 40.0621535]","[-75.1779185, 39.9527664]",17364.4,1540.7,"[[0, 339, 0]]"
"[-75.0823154, 40.0621535]","[-75.1797862, 39.9531685]",17866.8,1604.8,"[[0, 343, 0]]"
"[-75.0823154, 40.0621535]","[-75.1544702, 39.9614844]",14815.4,1265.1,"[[0, 284, 0]]"
"[-75.0823154, 40.0621535]","[-75.1655897, 39.9673357]",14772.1,1305.2,"[[0, 284, 0]]"
"[-75.0823154, 40.0621535]","[-75.16608, 39.9510606]",16805.3,1477.1,"[[0, 326, 0]]"
"[-75.0823154, 40.0621535]","[-75.1664209, 39.9503433]",16440.5,1469.4,"[[0, 323, 0]]"
"[-75.0823154, 40.0621535]","[-75.1561177, 39.9487839]",16132.2,1444.7,"[[0, 283, 0]]"
"[-75.0823154, 40.0621535]","[-75.1595695, 39.950964]",15818.3,1391.7,"[[0, 316, 0]]"
"[-75.0823154, 40.0621535]","[-75.1498611, 39.9520642]",15149.8,1301.3,"[[0, 266, 0]]"
"[-75.0542044, 40.0408115]","[-75.1666744, 39.9529142]",16722.5,1518.0,"[[0, 319, 0]]"
"[-75.0542044, 40.0408115]","[-75.1547527, 39.9461843]",15890.3,1470.7,"[[0, 292, 0]]"
"[-75.0542044, 40.0408115]","[-75.1588087, 39.9519519]",15914.8,1428.7,"[[0, 303, 0]]"
"[-75.0542044, 40.0408115]","[-75.1555507, 39.9554634]",15140.0,1362.3,"[[0, 287, 0]]"
"[-75.0542044, 40.0408115]","[-75.1683452, 39.953861]",16468.5,1483.8,"[[0, 315, 0]]"
"[-75.0542044, 40.0408115]","[-75.1524421, 39.9486116]",15445.9,1409.1,"[[0, 282, 0]]"
"[-75.0542044, 40.0408115]","[-75.1696579, 39.9671376]",15766.9,1410.6,"[[0, 298, 0]]"
"[-75.0542044, 40.0408115]","[-75.1687489, 39.9511026]",16777.0,1512.8,"[[0, 321, 0]]"
"[-75.0542044, 40.0408115]","[-75.1513737, 39.9499548]",15260.3,1368.2,"[[0, 280, 0]]"
"[-75.0542044, 40.0408115]","[-75.1658471, 39.9513517]",16438.5,1496.3,"[[0, 316, 0]]"
"[-75.0542044, 40.0408115]","[-75.1808705, 39.9496709]",18245.6,1700.8,"[[0, 349, 0]]"
"[-75.0542044, 40.0408115]","[-75.16993, 39.954012]",17039.9,1550.2,"[[0, 325, 0]]"
"[-75.0542044, 40.0408115]","[-75.1689145, 39.9534406]",17037.4,1554.1,"[[0, 326, 0]]"
"[-75.0542044, 40.0408115]","[-75.1621446, 39.9565208]",15740.5,1413.7,"[[0, 303, 0]]"
"[-75.0542044, 40.0408115]","[-75.1562587, 39.9526803]",15508.6,1389.6,"[[0, 290, 0]]"
"[-75.0542044, 40.0408115]","[-75.160496, 39.9495792]",16088.2,1458.2,"[[0, 309, 0]]"
"[-75.0542044, 40.0408115]","[-75.1596329, 39.9559719]",15469.1,1381.7,"[[0, 295, 0]]"
"[-75.0542044, 40.0408115]","[-75.1543343, 39.9547207]",15396.6,1383.3,"[[0, 286, 0]]"
"[-75.0542044, 40.0408115]","[-75.1512021, 39.9477973]",15412.9,1386.8,"[[0, 283, 0]]"
"[-75.0542044, 40.0408115]","[-75.1712732, 39.953202]",16873.2,1545.2,"[[0, 321, 0]]"
"[-75.0542044, 40.0408115]","[-75.1646384, 39.9505969]",16555.7,1511.0,"[[0, 317, 0]]"
"[-75.0542044, 40.0408115]","[-75.1553822, 39.9564976]",15501.5,1430.8,"[[0, 293, 0]]"
"[-75.0542044, 40.0408115]","[-75.1521691, 39.9498503]",15519.9,1417.6,"[[0, 286, 0]]"
"[-75.0542044, 40.0408115]","[-75.1655738, 39.9548474]",16129.9,1441.1,"[[0, 304, 0]]"
"[-75.0542044, 40.0408115]","[-75.1462398, 39.9534007]",14708.0,1334.7,"[[0, 113, 0], [113, 205, 1], [205, 226, 0]]"
"[-75.0542044, 40.0408115]","[-75.1669977, 39.9542162]",16495.2,1494.7,"[[0, 313, 0]]"
"[-75.0542044, 40.0408115]","[-75.1659027, 39.9549769]",16169.7,1450.6,"[[0, 305, 0]]"
"[-75.0542044, 40.0408115]","[-75.1691875, 39.9538357]",16529.0,1493.4,"[[0, 317, 0]]"
"[-75.0542044, 40.0408115]","[-75.168648, 39.9552849]",16401.6,1478.4,"[[0, 311, 0]]"
"[-75.0542044, 40.0408115]","[-75.1686976, 39.9550004]",16400.9,1478.3,"[[0, 311, 0]]"
"[-75.0542044, 40.0408115]","[-75.1666223, 39.951126]",16923.4,1528.4,"[[0, 322, 0]]"
"[-75.0542044, 40.0408115]","[-75.1658779, 39.9533135]",16245.5,1453.5,"[[0, 307, 0]]"
"[-75.0542044, 40.0408115]","[-75.1541314, 39.9549848]",15295.5,1379.2,"[[0, 290, 0]]"
"[-75.0542044, 40.0408115]","[-75.1548244, 39.9607]",14513.8,1310.4,"[[0, 270, 0]]"
"[-75.0542044, 40.0408115]","[-75.1729633, 39.9619508]",16433.1,1577.7,"[[0, 302, 0]]"
"[-75.0542044, 40.0408115]","[-75.1559444, 39.9539208]",15276.0,1399.5,"[[0, 290, 0]]"
"[-75.0542044, 40.0408115]","[-75.1669336, 39.9542882]",16499.3,1495.5,"[[0, 313, 0]]"
"[-75.0542044, 40.0408115]","[-75.1604697, 39.9560453]",15917.0,1420.1,"[[0, 303, 0]]"
"[-75.0542044, 40.0408115]","[-75.1675937, 39.9498476]",16779.2,1534.9,"[[0, 323, 0]]"
"[-75.0542044, 40.0408115]","[-75.1670679, 39.9458843]",17130.1,1597.4,"[[0, 331, 0]]"
"[-75.0542044, 40.0408115]","[-75.1552838, 39.9513696]",15482.6,1404.2,"[[0, 288, 0]]"
"[-75.0542044, 40.0408115]","[-75.1779185, 39.9527664]",17529.2,1596.8,"[[0, 335, 0]]"
"[-75.0542044, 40.0408115]","[-75.1797862, 39.9531685]",18031.6,1661.0,"[[0, 339, 0]]"
"[-75.0542044, 40.0408115]","[-75.1544702, 39.9614844]",14420.8,1288.1,"[[0, 267, 0]]"
"[-75.0542044, 40.0408115]","[-75.1655897, 39.9673357]",15420.8,1379.4,"[[0, 291, 0]]"
"[-75.0542044, 40.0408115]","[-75.16608, 39.9510606]",16970.1,1533.2,"[[0, 322, 0]]"
"[-75.0542044, 40.0408115]","[-75.1664209, 39.9503433]",16605.3,1525.5,"[[0, 319, 0]]"
"[-75.0542044, 40.0408115]","[-75.1561177, 39.9487839]",15888.5,1454.1,"[[0, 291, 0]]"
"[-75.0542044, 40.0408115]","[-75.1595695, 39.950964]",15984.3,1441.7,"[[0, 307, 0]]"
"[-75.0542044, 40.0408115]","[-75.1498611, 39.9520642]",14906.1,1310.6,"[[0, 274, 0]]"
"[-75.0798163, 40.0583539]","[-75.1666744, 39.9529142]",16853.7,1469.4,"[[0, 333, 0]]"
"[-75.0798163, 40.0583539]","[-75.1547527, 39.9461843]",16430.0,1468.9,"[[0, 294, 0]]"
"[-75.0798163, 40.0583539]","[-75.1588087, 39.9519519]",16044.7,1386.2,"[[0, 322, 0]]"
"[-75.0798163, 40.0583539]","[-75.1555507, 39.9554634]",15643.3,1345.1,"[[0, 314, 0]]"
"[-75.0798163, 40.0583539]","[-75.1683452, 39.953861]",16599.8,1435.2,"[[0, 329, 0]]"
"[-75.0798163, 40.0583539]","[-75.1524421, 39.9486116]",15985.5,1407.3,"[[0, 284, 0]]"
"[-75.0798163, 40.0583539]","[-75.1696579, 39.9671376]",15414.3,1343.9,"[[0, 301, 0]]"
"[-75.0798163, 40.0583539]","[-75.1687489, 39.9511026]",16908.2,1464.2,"[[0, 335, 0]]"
"[-75.0798163, 40.0583539]","[-75.1513737, 39.9499548]",15799.9,1366.4,"[[0, 282, 0]]"
"[-75.0798163, 40.0583539]","[-75.1658471, 39.9513517]",16569.8,1447.6,"[[0, 330, 0]]"
"[-75.0798163, 40.0583539]","[-75.1808705, 39.9496709]",18376.8,1652.1,"[[0, 363, 0]]"
"[-75.0798163, 40.0583539]","[-75.16993, 39.954012]",17171.1,1501.6,"[[0, 339, 0]]"
"[-75.0798163, 40.0583539]","[-75.1689145, 39.9534406]",17168.6,1505.5,"[[0, 340, 0]]"
"[-75.0798163, 40.0583539]","[-75.1621446, 39.9565208]",15871.7,1365.0,"[[0, 317, 0]]"
"[-75.0798163, 40.0583539]","[-75.1562587, 39.9526803]",16048.2,1387.8,"[[0, 292, 0]]"
"[-75.0798163, 40.0583539]","[-75.160496, 39.9495792]",16218.1,1415.8,"[[0, 328, 0]]"
"[-75.0798163, 40.0583539]","[-75.1596329, 39.9559719]",15599.0,1339.2,"[[0, 314, 0]]"
"[-75.0798163, 40.0583539]","[-75.1543343, 39.9547207]",15936.3,1381.5,"[[0, 288, 0]]"
"[-75.0798163, 40.0583539]","[-75.1512021, 39.9477973]",15952.6,1384.9,"[[0, 285, 0]]"
"[-75.0798163, 40.0583539]","[-75.1712732, 39.953202]",17004.5,1496.6,"[[0, 335, 0]]"
"[-75.0798163, 40.0583539]","[-75.1646384, 39.9505969]",16686.9,1462.3,"[[0, 331, 0]]"
"[-75.0798163, 40.0583539]","[-75.1553822, 39.9564976]",16004.8,1413.6,"[[0, 320, 0]]"
"[-75.0798163, 40.0583539]","[-75.1521691, 39.9498503]",16059.6,1415.8,"[[0, 288, 0]]"
"[-75.0798163, 40.0583539]","[-75.1655738, 39.9548474]",16261.1,1392.4,"[[0, 318, 0]]"
"[-75.0798163, 40.0583539]","[-75.1462398, 39.9534007]",15611.7,1344.8,"[[0, 286, 0]]"
"[-75.0798163, 40.0583539]","[-75.1669977, 39.9542162]",16626.4,1446.1,"[[0, 327, 0]]"
"[-75.0798163, 40.0583539]","[-75.1659027, 39.9549769]",16300.9,1402.0,"[[0, 319, 0]]"
"[-75.0798163, 40.0583539]","[-75.1691875, 39.9538357]",16660.2,1444.7,"[[0, 331, 0]]"
"[-75.0798163, 40.0583539]","[-75.168648, 39.9552849]",16532.9,1429.7,"[[0, 325, 0]]"
"[-75.0798163, 40.0583539]","[-75.1686976, 39.9550004]",16532.1,1429.6,"[[0, 325, 0]]"
"[-75.0798163, 40.0583539]","[-75.1666223, 39.951126]",17054.6,1479.8,"[[0, 336, 0]]"
"[-75.0798163, 40.0583539]","[-75.1658779, 39.9533135]",16376.8,1404.9,"[[0, 321, 0]]"
"[-75.0798163, 40.0583539]","[-75.1541314, 39.9549848]",15798.8,1362.0,"[[0, 317, 0]]"
"[-75.0798163, 40.0583539]","[-75.1548244, 39.9607]",15204.4,1295.0,"[[0, 297, 0]]"
"[-75.0798163, 40.0583539]","[-75.1729633, 39.9619508]",16514.3,1512.9,"[[0, 321, 0]]"
"[-75.0798163, 40.0583539]","[-75.1559444, 39.9539208]",15779.3,1382.3,"[[0, 317, 0]]"
"[-75.0798163, 40.0583539]","[-75.1669336, 39.9542882]",16630.5,1446.8,"[[0, 327, 0]]"
"[-75.0798163, 40.0583539]","[-75.1604697, 39.9560453]",16048.3,1371.4,"[[0, 317, 0]]"
"[-75.0798163, 40.0583539]","[-75.1675937, 39.9498476]",16910.4,1486.2,"[[0, 337, 0]]"
"[-75.0798163, 40.0583539]","[-75.1670679, 39.9458843]",17261.4,1548.7,"[[0, 345, 0]]"
"[-75.0798163, 40.0583539]","[-75.1552838, 39.9513696]",16022.3,1402.3,"[[0, 290, 0]]"
"[-75.0798163, 40.0583539]","[-75.1779185, 39.9527664]",17660.4,1548.2,"[[0, 349, 0]]"
"[-75.0798163, 40.0583539]","[-75.1797862, 39.9531685]",18162.8,1612.3,"[[0, 353, 0]]"
"[-75.0798163, 40.0583539]","[-75.1544702, 39.9614844]",15111.4,1272.7,"[[0, 294, 0]]"
"[-75.0798163, 40.0583539]","[-75.1655897, 39.9673357]",15068.1,1312.7,"[[0, 294, 0]]"
"[-75.0798163, 40.0583539]","[-75.16608, 39.9510606]",17101.3,1484.6,"[[0, 336, 0]]"
"[-75.0798163, 40.0583539]","[-75.1664209, 39.9503433]",16736.5,1476.9,"[[0, 333, 0]]"
"[-75.0798163, 40.0583539]","[-75.1561177, 39.9487839]",16428.2,1452.3,"[[0, 293, 0]]"
"[-75.0798163, 40.0583539]","[-75.1595695, 39.950964]",16114.3,1399.2,"[[0, 326, 0]]"
"[-75.0798163, 40.0583539]","[-75.1498611, 39.9520642]",15445.8,1308.8,"[[0, 276, 0]]"
"[-75.0831411, 40.058361]","[-75.1666744, 39.9529142]",16836.2,1472.9,"[[0, 330, 0]]"
"[-75.0831411, 40.058361]","[-75.1547527, 39.9461843]",16412.5,1472.4,"[[0, 291, 0]]"
"[-75.0831411, 40.058361]","[-75.1588087, 39.9519519]",16027.2,1389.7,"[[0, 319, 0]]"
"[-75.0831411, 40.058361]","[-75.1555507, 39.9554634]",15625.8,1348.6,"[[0, 311, 0]]"
"[-75.0831411, 40.058361]","[-75.1683452, 39.953861]",16582.2,1438.7,"[[0, 326, 0]]"
"[-75.0831411, 40.058361]","[-75.1524421, 39.9486116]",15968.0,1410.8,"[[0, 281, 0]]"
"[-75.0831411, 40.058361]","[-75.1696579, 39.9671376]",15396.7,1347.4,"[[0, 298, 0]]"
"[-75.0831411, 40.058361]","[-75.1687489, 39.9511026]",16890.7,1467.7,"[[0, 332, 0]]"
"[-75.0831411, 40.058361]","[-75.1513737, 39.9499548]",15782.4,1369.9,"[[0, 279, 0]]"
"[-75.0831411, 40.058361]","[-75.1658471, 39.9513517]",16552.3,1451.2,"[[0, 327, 0]]"
"[-75.0831411, 40.058361]","[-75.1808705, 39.9496709]",18359.3,1655.6,"[[0, 360, 0]]"
"[-75.0831411, 40.058361]","[-75.16993, 39.954012]",17153.6,1505.1,"[[0, 336, 0]]"
"[-75.0831411, 40.058361]","[-75.1689145, 39.9534406]",17151.1,1509.0,"[[0, 337, 0]]"
"[-75.0831411, 40.058361]","[-75.1621446, 39.9565208]",15854.2,1368.6,"[[0, 314, 0]]"
"[-75.0831411, 40.058361]","[-75.1562587, 39.9526803]",16030.7,1391.3,"[[0, 289, 0]]"
"[-75.0831411, 40.058361]","[-75.160496, 39.9495792]",16200.6,1419.3,"[[0, 325, 0]]"
"[-75.0831411, 40.058361]","[-75.1596329, 39.9559719]",15581.5,1342.8,"[[0, 311, 0]]"
"[-75.0831411, 40.058361]","[-75.1543343, 39.9547207]",15918.8,1385.0,"[[0, 285, 0]]"
"[-75.0831411, 40.058361]","[-75.1512021, 39.9477973]",15935.1,1388.5,"[[0, 282, 0]]"
"[-75.0831411, 40.058361]","[-75.1712732, 39.953202]",16987.0,1500.1,"[[0, 332, 0]]"
"[-75.0831411, 40.058361]","[-75.1646384, 39.9505969]",16669.4,1465.9,"[[0, 328, 0]]"
"[-75.0831411, 40.058361]","[-75.1553822, 39.9564976]",15987.3,1417.1,"[[0, 317, 0]]"
"[-75.0831411, 40.058361]","[-75.1521691, 39.9498503]",16042.1,1419.3,"[[0, 285, 0]]"
"[-75.0831411, 40.058361]","[-75.1655738, 39.9548474]",16243.6,1396.0,"[[0, 315, 0]]"
"[-75.0831411, 40.058361]","[-75.1462398, 39.9534007]",15594.1,1348.3,"[[0, 283, 0]]"
"[-75.0831411, 40.058361]","[-75.1669977, 39.9542162]",16608.9,1449.6,"[[0, 324, 0]]"
"[-75.0831411, 40.058361]","[-75.1659027, 39.9549769]",16283.4,1405.5,"[[0, 316, 0]]"
"[-75.0831411, 40.058361]","[-75.1691875, 39.9538357]",16642.7,1448.2,"[[0, 328, 0]]"
"[-75.0831411, 40.058361]","[-75.168648, 39.9552849]",16515.4,1433.2,"[[0, 322, 0]]"
"[-75.0831411, 40.058361]","[-75.1686976, 39.9550004]",16514.6,1433.2,"[[0, 322, 0]]"
"[-75.0831411, 40.058361]","[-75.1666223, 39.951126]",17037.1,1483.3,"[[0, 333, 0]]"
"[-75.0831411, 40.058361]","[-75.1658779, 39.9533135]",16359.3,1408.4,"[[0, 318, 0]]"
"[-75.0831411, 40.058361]","[-75.1541314, 39.9549848]",15781.3,1365.5,"[[0, 314, 0]]"
"[-75.0831411, 40.058361]","[-75.1548244, 39.9607]",15186.9,1298.5,"[[0, 294, 0]]"
"[-75.0831411, 40.058361]","[-75.1729633, 39.9619508]",16496.8,1516.4,"[[0, 318, 0]]"
"[-75.0831411, 40.058361]","[-75.1559444, 39.9539208]",15761.8,1385.8,"[[0, 314, 0]]"
"[-75.0831411, 40.058361]","[-75.1669336, 39.9542882]",16613.0,1450.3,"[[0, 324, 0]]"
"[-75.0831411, 40.058361]","[-75.1604697, 39.9560453]",16030.7,1375.0,"[[0, 314, 0]]"
"[-75.0831411, 40.058361]","[-75.1675937, 39.9498476]",16892.9,1489.7,"[[0, 334, 0]]"
"[-75.0831411, 40.058361]","[-75.1670679, 39.9458843]",17243.9,1552.3,"[[0, 342, 0]]"
"[-75.0831411, 40.058361]","[-75.1552838, 39.9513696]",16004.8,1405.9,"[[0, 287, 0]]"
"[-75.0831411, 40.058361]","[-75.1779185, 39.9527664]",17642.9,1551.7,"[[0, 346, 0]]"
"[-75.0831411, 40.058361]","[-75.1797862, 39.9531685]",18145.3,1615.8,"[[0, 350, 0]]"
"[-75.0831411, 40.058361]","[-75.1544702, 39.9614844]",15093.9,1276.2,"[[0, 291, 0]]"
"[-75.0831411, 40.058361]","[-75.1655897, 39.9673357]",15050.6,1316.3,"[[0, 291, 0]]"
"[-75.0831411, 40.058361]","[-75.16608, 39.9510606]",17083.8,1488.1,"[[0, 333, 0]]"
"[-75.0831411, 40.058361]","[-75.1664209, 39.9503433]",16719.0,1480.4,"[[0, 330, 0]]"
"[-75.0831411, 40.058361]","[-75.1561177, 39.9487839]",16410.6,1455.8,"[[0, 290, 0]]"
"[-75.0831411, 40.058361]","[-75.1595695, 39.950964]",16096.7,1402.7,"[[0, 323, 0]]"
"[-75.0831411, 40.058361]","[-75.1498611, 39.9520642]",15428.2,1312.3,"[[0, 273, 0]]"
"[-75.0806035, 40.0650436]","[-75.1666744, 39.9529142]",17267.3,1547.6,"[[0, 342, 0]]"
"[-75.0806035, 40.0650436]","[-75.1547527, 39.9461843]",16843.6,1547.1,"[[0, 303, 0]]"
"[-75.0806035, 40.0650436]","[-75.1588087, 39.9519519]",16458.3,1464.4,"[[0, 331, 0]]"
"[-75.0806035, 40.0650436]","[-75.1555507, 39.9554634]",16056.9,1423.3,"[[0, 323, 0]]"
"[-75.0806035, 40.0650436]","[-75.1683452, 39.953861]",17013.4,1513.4,"[[0, 338, 0]]"
"[-75.0806035, 40.0650436]","[-75.1524421, 39.9486116]",16399.1,1485.5,"[[0, 293, 0]]"
"[-75.0806035, 40.0650436]","[-75.1696579, 39.9671376]",15827.9,1422.1,"[[0, 310, 0]]"
"[-75.0806035, 40.0650436]","[-75.1687489, 39.9511026]",17321.8,1542.4,"[[0, 344, 0]]"
"[-75.0806035, 40.0650436]","[-75.1513737, 39.9499548]",16213.5,1444.6,"[[0, 291, 0]]"
"[-75.0806035, 40.0650436]","[-75.1658471, 39.9513517]",16983.4,1525.9,"[[0, 339, 0]]"
"[-75.0806035, 40.0650436]","[-75.1808705, 39.9496709]",18790.4,1730.3,"[[0, 372, 0]]"
"[-75.0806035, 40.0650436]","[-75.16993, 39.954012]",17584.7,1579.8,"[[0, 348, 0]]"
"[-75.0806035, 40.0650436]","[-75.1689145, 39.9534406]",17582.2,1583.7,"[[0, 349, 0]]"
"[-75.0806035, 40.0650436]","[-75.1621446, 39.9565208]",16285.3,1443.3,"[[0, 326, 0]]"
"[-75.0806035, 40.0650436]","[-75.1562587, 39.9526803]",16461.8,1466.1,"[[0, 301, 0]]"
"[-75.0806035, 40.0650436]","[-75.160496, 39.9495792]",16631.7,1494.0,"[[0, 337, 0]]"
"[-75.0806035, 40.0650436]","[-75.1596329, 39.9559719]",16012.6,1417.5,"[[0, 323, 0]]"
"[-75.0806035, 40.0650436]","[-75.1543343, 39.9547207]",16349.9,1459.7,"[[0, 297, 0]]"
"[-75.0806035, 40.0650436]","[-75.1512021, 39.9477973]",16366.2,1463.2,"[[0, 294, 0]]"
"[-75.0806035, 40.0650436]","[-75.1712732, 39.953202]",17418.1,1574.8,"[[0, 344, 0]]"
"[-75.0806035, 40.0650436]","[-75.1646384, 39.9505969]",17100.5,1540.6,"[[0, 340, 0]]"
"[-75.0806035, 40.0650436]","[-75.1553822, 39.9564976]",16418.4,1491.9,"[[0, 329, 0]]"
"[-75.0806035, 40.0650436]","[-75.1521691, 39.9498503]",16473.2,1494.0,"[[0, 297, 0]]"
"[-75.0806035, 40.0650436]","[-75.1655738, 39.9548474]",16674.7,1470.7,"[[0, 327, 0]]"
"[-75.0806035, 40.0650436]","[-75.1462398, 39.9534007]",16025.3,1423.0,"[[0, 295, 0]]"
"[-75.0806035, 40.0650436]","[-75.1669977, 39.9542162]",17040.0,1524.3,"[[0, 336, 0]]"
"[-75.0806035, 40.0650436]","[-75.1659027, 39.9549769]",16714.5,1480.2,"[[0, 328, 0]]"
"[-75.0806035, 40.0650436]","[-75.1691875, 39.9538357]",17073.8,1522.9,"[[0, 340, 0]]"
"[-75.0806035, 40.0650436]","[-75.168648, 39.9552849]",16946.5,1507.9,"[[0, 334, 0]]"
"[-75.0806035, 40.0650436]","[-75.1686976, 39.9550004]",16945.7,1507.9,"[[0, 334, 0]]"
"[-75.0806035, 40.0650436]","[-75.1666223, 39.951126]",17468.2,1558.0,"[[0, 345, 0]]"
"[-75.0806035, 40.0650436]","[-75.1658779, 39.9533135]",16790.4,1483.1,"[[0, 330, 0]]"
"[-75.0806035, 40.0650436]","[-75.1541314, 39.9549848]",16212.4,1440.2,"[[0, 326, 0]]"
"[-75.0806035, 40.0650436]","[-75.1548244, 39.9607]",15618.0,1373.2,"[[0, 306, 0]]"
"[-75.0806035, 40.0650436]","[-75.1729633, 39.9619508]",16927.9,1591.1,"[[0, 330, 0]]"
"[-75.0806035, 40.0650436]","[-75.1559444, 39.9539208]",16192.9,1460.6,"[[0, 326, 0]]"
"[-75.0806035, 40.0650436]","[-75.1669336, 39.9542882]",17044.1,1525.0,"[[0, 336, 0]]"
"[-75.0806035, 40.0650436]","[-75.1604697, 39.9560453]",16461.9,1449.7,"[[0, 326, 0]]"
"[-75.0806035, 40.0650436]","[-75.1675937, 39.9498476]",17324.0,1564.4,"[[0, 346, 0]]"
"[-75.0806035, 40.0650436]","[-75.1670679, 39.9458843]",17675.0,1627.0,"[[0, 354, 0]]"
"[-75.0806035, 40.0650436]","[-75.1552838, 39.9513696]",16435.9,1480.6,"[[0, 299, 0]]"
"[-75.0806035, 40.0650436]","[-75.1779185, 39.9527664]",18074.0,1626.4,"[[0, 358, 0]]"
"[-75.0806035, 40.0650436]","[-75.1797862, 39.9531685]",18576.4,1690.6,"[[0, 362, 0]]"
"[-75.0806035, 40.0650436]","[-75.1544702, 39.9614844]",15525.0,1350.9,"[[0, 303, 0]]"
"[-75.0806035, 40.0650436]","[-75.1655897, 39.9673357]",15481.7,1391.0,"[[0, 303, 0]]"
"[-75.0806035, 40.0650436]","[-75.16608, 39.9510606]",17514.9,1562.8,"[[0, 345, 0]]"
"[-75.0806035, 40.0650436]","[-75.1664209, 39.9503433]",17150.1,1555.1,"[[0, 342, 0]]"
"[-75.0806035, 40.0650436]","[-75.1561177, 39.9487839]",16841.8,1530.5,"[[0, 302, 0]]"
"[-75.0806035, 40.0650436]","[-75.1595695, 39.950964]",16527.9,1477.5,"[[0, 335, 0]]"
"[-75.0806035, 40.0650436]","[-75.1498611, 39.9520642]",15859.4,1387.0,"[[0, 285, 0]]"
"[-75.0799957, 40.0552824]","[-75.1666744, 39.9529142]",16641.5,1494.3,"[[0, 318, 0]]"
"[-75.0799957, 40.0552824]","[-75.1547527, 39.9461843]",16217.8,1493.7,"[[0, 279, 0]]"
"[-75.0799957, 40.0552824]","[-75.1588087, 39.9519519]",15832.5,1411.1,"[[0, 307, 0]]"
"[-75.0799957, 40.0552824]","[-75.1555507, 39.9554634]",15431.0,1370.0,"[[0, 299, 0]]"
