source_index,target_index,distance_m,duration_s,waycategory
"[-75.3078038, 39.9517]","[-75.1691875, 39.9538357]",13145.5,1418.0,"[[0, 305, 0]]"
"[-75.3078038, 39.9517]","[-75.168648, 39.9552849]",14532.6,1416.5,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.3078038, 39.9517]","[-75.1686976, 39.9550004]",14531.8,1416.4,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.3078038, 39.9517]","[-75.1666223, 39.951126]",12689.3,1355.3,"[[0, 293, 0]]"
"[-75.3078038, 39.9517]","[-75.1658779, 39.9533135]",14961.8,1417.3,"[[0, 223, 0], [223, 292, 1], [292, 303, 0]]"
"[-75.3078038, 39.9517]","[-75.1541314, 39.9549848]",15498.4,1460.5,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3078038, 39.9517]","[-75.1548244, 39.9607]",16121.1,1535.5,"[[0, 331, 0]]"
"[-75.3078038, 39.9517]","[-75.1729633, 39.9619508]",14229.1,1438.8,"[[0, 223, 0], [223, 286, 1], [286, 314, 0]]"
"[-75.3078038, 39.9517]","[-75.1559444, 39.9539208]",15478.9,1480.8,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3078038, 39.9517]","[-75.1669336, 39.9542882]",14630.2,1433.6,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.3078038, 39.9517]","[-75.1604697, 39.9560453]",14918.9,1404.2,"[[0, 223, 0], [223, 292, 1], [292, 307, 0]]"
"[-75.3078038, 39.9517]","[-75.1675937, 39.9498476]",13077.6,1383.2,"[[0, 303, 0]]"
"[-75.3078038, 39.9517]","[-75.1670679, 39.9458843]",13504.1,1411.1,"[[0, 279, 0]]"
"[-75.3078038, 39.9517]","[-75.1552838, 39.9513696]",13808.9,1515.0,"[[0, 308, 0]]"
"[-75.3078038, 39.9517]","[-75.1779185, 39.9527664]",11988.0,1267.0,"[[0, 286, 0]]"
"[-75.3078038, 39.9517]","[-75.1797862, 39.9531685]",11546.0,1215.9,"[[0, 277, 0]]"
"[-75.3078038, 39.9517]","[-75.1544702, 39.9614844]",16028.1,1513.2,"[[0, 328, 0]]"
"[-75.3078038, 39.9517]","[-75.1655897, 39.9673357]",14701.2,1378.5,"[[0, 299, 0]]"
"[-75.3078038, 39.9517]","[-75.16608, 39.9510606]",12736.0,1360.1,"[[0, 293, 0]]"
"[-75.3078038, 39.9517]","[-75.1664209, 39.9503433]",12915.4,1389.6,"[[0, 296, 0]]"
"[-75.3078038, 39.9517]","[-75.1561177, 39.9487839]",14158.1,1519.7,"[[0, 328, 0]]"
"[-75.3078038, 39.9517]","[-75.1595695, 39.950964]",13521.3,1476.1,"[[0, 302, 0]]"
"[-75.3078038, 39.9517]","[-75.1498611, 39.9520642]",16204.6,1500.2,"[[0, 223, 0], [223, 312, 1], [312, 319, 0]]"
"[-75.30754, 39.9517233]","[-75.1666744, 39.9529142]",12813.3,1375.2,"[[0, 299, 0]]"
"[-75.30754, 39.9517233]","[-75.1547527, 39.9461843]",14159.9,1509.6,"[[0, 329, 0]]"
"[-75.30754, 39.9517233]","[-75.1588087, 39.9519519]",15559.9,1484.2,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.30754, 39.9517233]","[-75.1555507, 39.9554634]",15329.8,1443.6,"[[0, 223, 0], [223, 292, 1], [292, 316, 0]]"
"[-75.30754, 39.9517233]","[-75.1683452, 39.953861]",13072.0,1408.4,"[[0, 303, 0]]"
"[-75.30754, 39.9517233]","[-75.1524421, 39.9486116]",14102.5,1564.1,"[[0, 310, 0]]"
"[-75.30754, 39.9517233]","[-75.1696579, 39.9671376]",14342.1,1347.3,"[[0, 292, 0]]"
"[-75.30754, 39.9517233]","[-75.1687489, 39.9511026]",12529.9,1339.7,"[[0, 292, 0]]"
"[-75.30754, 39.9517233]","[-75.1513737, 39.9499548]",14044.2,1530.7,"[[0, 310, 0]]"
"[-75.30754, 39.9517233]","[-75.1658471, 39.9513517]",13080.3,1423.5,"[[0, 308, 0]]"
"[-75.30754, 39.9517233]","[-75.1808705, 39.9496709]",12483.7,1321.7,"[[0, 260, 0]]"
"[-75.30754, 39.9517233]","[-75.16993, 39.954012]",12615.8,1346.8,"[[0, 296, 0]]"
"[-75.30754, 39.9517233]","[-75.1689145, 39.9534406]",12613.3,1350.7,"[[0, 297, 0]]"
"[-75.30754, 39.9517233]","[-75.1621446, 39.9565208]",14827.6,1408.6,"[[0, 223, 0], [223, 292, 1], [292, 304, 0]]"
"[-75.30754, 39.9517233]","[-75.1562587, 39.9526803]",15646.1,1505.2,"[[0, 223, 0], [223, 292, 1], [292, 321, 0]]"
"[-75.30754, 39.9517233]","[-75.160496, 39.9495792]",13324.4,1448.4,"[[0, 301, 0]]"
"[-75.30754, 39.9517233]","[-75.1596329, 39.9559719]",14977.1,1409.3,"[[0, 223, 0], [223, 292, 1], [292, 308, 0]]"
"[-75.30754, 39.9517233]","[-75.1543343, 39.9547207]",15643.5,1498.4,"[[0, 223, 0], [223, 292, 1], [292, 321, 0]]"
"[-75.30754, 39.9517233]","[-75.1512021, 39.9477973]",14227.8,1544.8,"[[0, 312, 0]]"
"[-75.30754, 39.9517233]","[-75.1712732, 39.953202]",12397.1,1330.2,"[[0, 290, 0]]"
"[-75.30754, 39.9517233]","[-75.1646384, 39.9505969]",12852.8,1375.0,"[[0, 294, 0]]"
"[-75.30754, 39.9517233]","[-75.1553822, 39.9564976]",15691.4,1512.1,"[[0, 223, 0], [223, 292, 1], [292, 322, 0]]"
"[-75.30754, 39.9517233]","[-75.1521691, 39.9498503]",13957.1,1518.1,"[[0, 308, 0]]"
"[-75.30754, 39.9517233]","[-75.1655738, 39.9548474]",14833.1,1404.9,"[[0, 223, 0], [223, 292, 1], [292, 300, 0]]"
"[-75.30754, 39.9517233]","[-75.1462398, 39.9534007]",16357.5,1536.1,"[[0, 223, 0], [223, 312, 1], [312, 329, 0]]"
"[-75.30754, 39.9517233]","[-75.1669977, 39.9542162]",14613.1,1432.8,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.30754, 39.9517233]","[-75.1659027, 39.9549769]",14873.0,1414.4,"[[0, 223, 0], [223, 292, 1], [292, 301, 0]]"
"[-75.30754, 39.9517233]","[-75.1691875, 39.9538357]",13132.4,1417.9,"[[0, 305, 0]]"
"[-75.30754, 39.9517233]","[-75.168648, 39.9552849]",14519.6,1416.4,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.30754, 39.9517233]","[-75.1686976, 39.9550004]",14518.8,1416.3,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.30754, 39.9517233]","[-75.1666223, 39.951126]",12676.3,1355.3,"[[0, 293, 0]]"
"[-75.30754, 39.9517233]","[-75.1658779, 39.9533135]",14948.8,1417.3,"[[0, 223, 0], [223, 292, 1], [292, 303, 0]]"
"[-75.30754, 39.9517233]","[-75.1541314, 39.9549848]",15485.4,1460.5,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.30754, 39.9517233]","[-75.1548244, 39.9607]",16108.0,1535.5,"[[0, 331, 0]]"
"[-75.30754, 39.9517233]","[-75.1729633, 39.9619508]",14216.1,1438.8,"[[0, 223, 0], [223, 286, 1], [286, 314, 0]]"
"[-75.30754, 39.9517233]","[-75.1559444, 39.9539208]",15465.8,1480.8,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.30754, 39.9517233]","[-75.1669336, 39.9542882]",14617.2,1433.5,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.30754, 39.9517233]","[-75.1604697, 39.9560453]",14905.8,1404.1,"[[0, 223, 0], [223, 292, 1], [292, 307, 0]]"
"[-75.30754, 39.9517233]","[-75.1675937, 39.9498476]",13064.6,1383.1,"[[0, 303, 0]]"
"[-75.30754, 39.9517233]","[-75.1670679, 39.9458843]",13491.1,1411.0,"[[0, 279, 0]]"
"[-75.30754, 39.9517233]","[-75.1552838, 39.9513696]",13795.8,1515.0,"[[0, 308, 0]]"
"[-75.30754, 39.9517233]","[-75.1779185, 39.9527664]",11975.0,1266.9,"[[0, 286, 0]]"
"[-75.30754, 39.9517233]","[-75.1797862, 39.9531685]",11532.9,1215.8,"[[0, 277, 0]]"
"[-75.30754, 39.9517233]","[-75.1544702, 39.9614844]",16015.1,1513.2,"[[0, 328, 0]]"
"[-75.30754, 39.9517233]","[-75.1655897, 39.9673357]",14688.2,1378.5,"[[0, 299, 0]]"
"[-75.30754, 39.9517233]","[-75.16608, 39.9510606]",12723.0,1360.1,"[[0, 293, 0]]"
"[-75.30754, 39.9517233]","[-75.1664209, 39.9503433]",12902.3,1389.5,"[[0, 296, 0]]"
"[-75.30754, 39.9517233]","[-75.1561177, 39.9487839]",14145.1,1519.7,"[[0, 328, 0]]"
"[-75.30754, 39.9517233]","[-75.1595695, 39.950964]",13508.3,1476.0,"[[0, 302, 0]]"
"[-75.30754, 39.9517233]","[-75.1498611, 39.9520642]",16191.6,1500.2,"[[0, 223, 0], [223, 312, 1], [312, 319, 0]]"
"[-75.3069336, 39.9500908]","[-75.1666744, 39.9529142]",13049.0,1409.4,"[[0, 300, 0]]"
"[-75.3069336, 39.9500908]","[-75.1547527, 39.9461843]",14395.7,1543.8,"[[0, 330, 0]]"
"[-75.3069336, 39.9500908]","[-75.1588087, 39.9519519]",15795.7,1518.4,"[[0, 224, 0], [224, 293, 1], [293, 320, 0]]"
"[-75.3069336, 39.9500908]","[-75.1555507, 39.9554634]",15565.6,1477.7,"[[0, 224, 0], [224, 293, 1], [293, 317, 0]]"
"[-75.3069336, 39.9500908]","[-75.1683452, 39.953861]",13307.8,1442.5,"[[0, 304, 0]]"
"[-75.3069336, 39.9500908]","[-75.1524421, 39.9486116]",14338.2,1598.3,"[[0, 311, 0]]"
"[-75.3069336, 39.9500908]","[-75.1696579, 39.9671376]",14577.8,1381.5,"[[0, 293, 0]]"
"[-75.3069336, 39.9500908]","[-75.1687489, 39.9511026]",12765.6,1373.8,"[[0, 293, 0]]"
"[-75.3069336, 39.9500908]","[-75.1513737, 39.9499548]",14280.0,1564.9,"[[0, 311, 0]]"
"[-75.3069336, 39.9500908]","[-75.1658471, 39.9513517]",13316.1,1457.6,"[[0, 309, 0]]"
"[-75.3069336, 39.9500908]","[-75.1808705, 39.9496709]",12719.4,1355.8,"[[0, 261, 0]]"
"[-75.3069336, 39.9500908]","[-75.16993, 39.954012]",12851.6,1380.9,"[[0, 297, 0]]"
"[-75.3069336, 39.9500908]","[-75.1689145, 39.9534406]",12849.1,1384.8,"[[0, 298, 0]]"
"[-75.3069336, 39.9500908]","[-75.1621446, 39.9565208]",15063.4,1442.8,"[[0, 224, 0], [224, 293, 1], [293, 305, 0]]"
"[-75.3069336, 39.9500908]","[-75.1562587, 39.9526803]",15881.8,1539.4,"[[0, 224, 0], [224, 293, 1], [293, 322, 0]]"
"[-75.3069336, 39.9500908]","[-75.160496, 39.9495792]",13560.2,1482.5,"[[0, 302, 0]]"
"[-75.3069336, 39.9500908]","[-75.1596329, 39.9559719]",15212.9,1443.4,"[[0, 224, 0], [224, 293, 1], [293, 309, 0]]"
"[-75.3069336, 39.9500908]","[-75.1543343, 39.9547207]",15879.3,1532.5,"[[0, 224, 0], [224, 293, 1], [293, 322, 0]]"
"[-75.3069336, 39.9500908]","[-75.1512021, 39.9477973]",14463.6,1579.0,"[[0, 313, 0]]"
"[-75.3069336, 39.9500908]","[-75.1712732, 39.953202]",12632.8,1364.4,"[[0, 291, 0]]"
"[-75.3069336, 39.9500908]","[-75.1646384, 39.9505969]",13088.5,1409.1,"[[0, 295, 0]]"
"[-75.3069336, 39.9500908]","[-75.1553822, 39.9564976]",15927.1,1546.2,"[[0, 224, 0], [224, 293, 1], [293, 323, 0]]"
"[-75.3069336, 39.9500908]","[-75.1521691, 39.9498503]",14192.9,1552.2,"[[0, 309, 0]]"
"[-75.3069336, 39.9500908]","[-75.1655738, 39.9548474]",15068.9,1439.0,"[[0, 224, 0], [224, 293, 1], [293, 301, 0]]"
"[-75.3069336, 39.9500908]","[-75.1462398, 39.9534007]",16593.2,1570.3,"[[0, 224, 0], [224, 313, 1], [313, 330, 0]]"
"[-75.3069336, 39.9500908]","[-75.1669977, 39.9542162]",14848.9,1466.9,"[[0, 224, 0], [224, 287, 1], [287, 320, 0]]"
"[-75.3069336, 39.9500908]","[-75.1659027, 39.9549769]",15108.7,1448.6,"[[0, 224, 0], [224, 293, 1], [293, 302, 0]]"
"[-75.3069336, 39.9500908]","[-75.1691875, 39.9538357]",13368.2,1452.1,"[[0, 306, 0]]"
"[-75.3069336, 39.9500908]","[-75.168648, 39.9552849]",14755.3,1450.6,"[[0, 224, 0], [224, 287, 1], [287, 318, 0]]"
"[-75.3069336, 39.9500908]","[-75.1686976, 39.9550004]",14754.6,1450.5,"[[0, 224, 0], [224, 287, 1], [287, 318, 0]]"
"[-75.3069336, 39.9500908]","[-75.1666223, 39.951126]",12912.0,1389.4,"[[0, 294, 0]]"
"[-75.3069336, 39.9500908]","[-75.1658779, 39.9533135]",15184.6,1451.4,"[[0, 224, 0], [224, 293, 1], [293, 304, 0]]"
"[-75.3069336, 39.9500908]","[-75.1541314, 39.9549848]",15721.2,1494.6,"[[0, 224, 0], [224, 293, 1], [293, 320, 0]]"
"[-75.3069336, 39.9500908]","[-75.1548244, 39.9607]",16343.8,1569.6,"[[0, 332, 0]]"
"[-75.3069336, 39.9500908]","[-75.1729633, 39.9619508]",14451.9,1472.9,"[[0, 224, 0], [224, 287, 1], [287, 315, 0]]"
"[-75.3069336, 39.9500908]","[-75.1559444, 39.9539208]",15701.6,1514.9,"[[0, 224, 0], [224, 293, 1], [293, 320, 0]]"
"[-75.3069336, 39.9500908]","[-75.1669336, 39.9542882]",14853.0,1467.7,"[[0, 224, 0], [224, 287, 1], [287, 320, 0]]"
"[-75.3069336, 39.9500908]","[-75.1604697, 39.9560453]",15141.6,1438.3,"[[0, 224, 0], [224, 293, 1], [293, 308, 0]]"
"[-75.3069336, 39.9500908]","[-75.1675937, 39.9498476]",13300.4,1417.3,"[[0, 304, 0]]"
"[-75.3069336, 39.9500908]","[-75.1670679, 39.9458843]",13726.8,1445.2,"[[0, 280, 0]]"
"[-75.3069336, 39.9500908]","[-75.1552838, 39.9513696]",14031.6,1549.2,"[[0, 309, 0]]"
"[-75.3069336, 39.9500908]","[-75.1779185, 39.9527664]",12210.8,1301.1,"[[0, 287, 0]]"
"[-75.3069336, 39.9500908]","[-75.1797862, 39.9531685]",11768.7,1250.0,"[[0, 278, 0]]"
"[-75.3069336, 39.9500908]","[-75.1544702, 39.9614844]",16250.8,1547.3,"[[0, 329, 0]]"
"[-75.3069336, 39.9500908]","[-75.1655897, 39.9673357]",14924.0,1412.6,"[[0, 300, 0]]"
"[-75.3069336, 39.9500908]","[-75.16608, 39.9510606]",12958.7,1394.2,"[[0, 294, 0]]"
"[-75.3069336, 39.9500908]","[-75.1664209, 39.9503433]",13138.1,1423.7,"[[0, 297, 0]]"
"[-75.3069336, 39.9500908]","[-75.1561177, 39.9487839]",14380.8,1553.8,"[[0, 329, 0]]"
"[-75.3069336, 39.9500908]","[-75.1595695, 39.950964]",13744.1,1510.2,"[[0, 303, 0]]"
"[-75.3069336, 39.9500908]","[-75.1498611, 39.9520642]",16427.3,1534.3,"[[0, 224, 0], [224, 313, 1], [313, 320, 0]]"
"[-75.3068012, 39.9514771]","[-75.1666744, 39.9529142]",12865.2,1381.5,"[[0, 299, 0]]"
"[-75.3068012, 39.9514771]","[-75.1547527, 39.9461843]",14211.9,1515.8,"[[0, 329, 0]]"
"[-75.3068012, 39.9514771]","[-75.1588087, 39.9519519]",15611.9,1490.4,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3068012, 39.9514771]","[-75.1555507, 39.9554634]",15381.8,1449.8,"[[0, 223, 0], [223, 292, 1], [292, 316, 0]]"
"[-75.3068012, 39.9514771]","[-75.1683452, 39.953861]",13124.0,1414.6,"[[0, 303, 0]]"
"[-75.3068012, 39.9514771]","[-75.1524421, 39.9486116]",14154.4,1570.3,"[[0, 310, 0]]"
"[-75.3068012, 39.9514771]","[-75.1696579, 39.9671376]",14394.0,1353.6,"[[0, 292, 0]]"
"[-75.3068012, 39.9514771]","[-75.1687489, 39.9511026]",12581.8,1345.9,"[[0, 292, 0]]"
"[-75.3068012, 39.9514771]","[-75.1513737, 39.9499548]",14096.1,1536.9,"[[0, 310, 0]]"
"[-75.3068012, 39.9514771]","[-75.1658471, 39.9513517]",13132.3,1429.7,"[[0, 308, 0]]"
"[-75.3068012, 39.9514771]","[-75.1808705, 39.9496709]",12535.6,1327.9,"[[0, 260, 0]]"
"[-75.3068012, 39.9514771]","[-75.16993, 39.954012]",12667.8,1353.0,"[[0, 296, 0]]"
"[-75.3068012, 39.9514771]","[-75.1689145, 39.9534406]",12665.3,1356.9,"[[0, 297, 0]]"
"[-75.3068012, 39.9514771]","[-75.1621446, 39.9565208]",14879.6,1414.9,"[[0, 223, 0], [223, 292, 1], [292, 304, 0]]"
"[-75.3068012, 39.9514771]","[-75.1562587, 39.9526803]",15698.0,1511.5,"[[0, 223, 0], [223, 292, 1], [292, 321, 0]]"
"[-75.3068012, 39.9514771]","[-75.160496, 39.9495792]",13376.4,1454.6,"[[0, 301, 0]]"
"[-75.3068012, 39.9514771]","[-75.1596329, 39.9559719]",15029.1,1415.5,"[[0, 223, 0], [223, 292, 1], [292, 308, 0]]"
"[-75.3068012, 39.9514771]","[-75.1543343, 39.9547207]",15695.5,1504.6,"[[0, 223, 0], [223, 292, 1], [292, 321, 0]]"
"[-75.3068012, 39.9514771]","[-75.1512021, 39.9477973]",14279.7,1551.1,"[[0, 312, 0]]"
"[-75.3068012, 39.9514771]","[-75.1712732, 39.953202]",12449.0,1336.5,"[[0, 290, 0]]"
"[-75.3068012, 39.9514771]","[-75.1646384, 39.9505969]",12904.7,1381.2,"[[0, 294, 0]]"
"[-75.3068012, 39.9514771]","[-75.1553822, 39.9564976]",15743.3,1518.3,"[[0, 223, 0], [223, 292, 1], [292, 322, 0]]"
"[-75.3068012, 39.9514771]","[-75.1521691, 39.9498503]",14009.1,1524.3,"[[0, 308, 0]]"
"[-75.3068012, 39.9514771]","[-75.1655738, 39.9548474]",14885.1,1411.1,"[[0, 223, 0], [223, 292, 1], [292, 300, 0]]"
"[-75.3068012, 39.9514771]","[-75.1462398, 39.9534007]",16409.4,1542.4,"[[0, 223, 0], [223, 312, 1], [312, 329, 0]]"
"[-75.3068012, 39.9514771]","[-75.1669977, 39.9542162]",14665.1,1439.0,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.3068012, 39.9514771]","[-75.1659027, 39.9549769]",14924.9,1420.7,"[[0, 223, 0], [223, 292, 1], [292, 301, 0]]"
"[-75.3068012, 39.9514771]","[-75.1691875, 39.9538357]",13184.4,1424.2,"[[0, 305, 0]]"
"[-75.3068012, 39.9514771]","[-75.168648, 39.9552849]",14571.5,1422.7,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.3068012, 39.9514771]","[-75.1686976, 39.9550004]",14570.7,1422.6,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.3068012, 39.9514771]","[-75.1666223, 39.951126]",12728.2,1361.5,"[[0, 293, 0]]"
"[-75.3068012, 39.9514771]","[-75.1658779, 39.9533135]",15000.8,1423.5,"[[0, 223, 0], [223, 292, 1], [292, 303, 0]]"
"[-75.3068012, 39.9514771]","[-75.1541314, 39.9549848]",15537.3,1466.7,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3068012, 39.9514771]","[-75.1548244, 39.9607]",16160.0,1541.7,"[[0, 331, 0]]"
"[-75.3068012, 39.9514771]","[-75.1729633, 39.9619508]",14268.0,1445.0,"[[0, 223, 0], [223, 286, 1], [286, 314, 0]]"
"[-75.3068012, 39.9514771]","[-75.1559444, 39.9539208]",15517.8,1487.0,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3068012, 39.9514771]","[-75.1669336, 39.9542882]",14669.1,1439.8,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.3068012, 39.9514771]","[-75.1604697, 39.9560453]",14957.8,1410.4,"[[0, 223, 0], [223, 292, 1], [292, 307, 0]]"
"[-75.3068012, 39.9514771]","[-75.1675937, 39.9498476]",13116.6,1389.4,"[[0, 303, 0]]"
"[-75.3068012, 39.9514771]","[-75.1670679, 39.9458843]",13543.0,1417.3,"[[0, 279, 0]]"
"[-75.3068012, 39.9514771]","[-75.1552838, 39.9513696]",13847.8,1521.2,"[[0, 308, 0]]"
"[-75.3068012, 39.9514771]","[-75.1779185, 39.9527664]",12027.0,1273.2,"[[0, 286, 0]]"
"[-75.3068012, 39.9514771]","[-75.1797862, 39.9531685]",11584.9,1222.1,"[[0, 277, 0]]"
"[-75.3068012, 39.9514771]","[-75.1544702, 39.9614844]",16067.0,1519.4,"[[0, 328, 0]]"
"[-75.3068012, 39.9514771]","[-75.1655897, 39.9673357]",14740.2,1384.7,"[[0, 299, 0]]"
"[-75.3068012, 39.9514771]","[-75.16608, 39.9510606]",12774.9,1366.3,"[[0, 293, 0]]"
"[-75.3068012, 39.9514771]","[-75.1664209, 39.9503433]",12954.3,1395.8,"[[0, 296, 0]]"
"[-75.3068012, 39.9514771]","[-75.1561177, 39.9487839]",14197.0,1525.9,"[[0, 328, 0]]"
"[-75.3068012, 39.9514771]","[-75.1595695, 39.950964]",13560.2,1482.3,"[[0, 302, 0]]"
"[-75.3068012, 39.9514771]","[-75.1498611, 39.9520642]",16243.5,1506.4,"[[0, 223, 0], [223, 312, 1], [312, 319, 0]]"
"[-75.3076564, 39.950665]","[-75.1666744, 39.9529142]",13687.7,1403.8,"[[0, 248, 0]]"
"[-75.3076564, 39.950665]","[-75.1547527, 39.9461843]",15034.4,1538.2,"[[0, 278, 0]]"
"[-75.3076564, 39.950665]","[-75.1588087, 39.9519519]",15756.7,1515.6,"[[0, 225, 0], [225, 294, 1], [294, 321, 0]]"
"[-75.3076564, 39.950665]","[-75.1555507, 39.9554634]",15526.6,1475.0,"[[0, 225, 0], [225, 294, 1], [294, 318, 0]]"
"[-75.3076564, 39.950665]","[-75.1683452, 39.953861]",13946.5,1436.9,"[[0, 252, 0]]"
"[-75.3076564, 39.950665]","[-75.1524421, 39.9486116]",14976.9,1592.7,"[[0, 259, 0]]"
"[-75.3076564, 39.950665]","[-75.1696579, 39.9671376]",14538.8,1378.7,"[[0, 294, 0]]"
"[-75.3076564, 39.950665]","[-75.1687489, 39.9511026]",13404.3,1368.2,"[[0, 241, 0]]"
"[-75.3076564, 39.950665]","[-75.1513737, 39.9499548]",14918.7,1559.3,"[[0, 259, 0]]"
"[-75.3076564, 39.950665]","[-75.1658471, 39.9513517]",13954.8,1452.0,"[[0, 257, 0]]"
"[-75.3076564, 39.950665]","[-75.1808705, 39.9496709]",12556.2,1348.1,"[[0, 242, 0]]"
"[-75.3076564, 39.950665]","[-75.16993, 39.954012]",13490.3,1375.3,"[[0, 245, 0]]"
"[-75.3076564, 39.950665]","[-75.1689145, 39.9534406]",13487.8,1379.2,"[[0, 246, 0]]"
"[-75.3076564, 39.950665]","[-75.1621446, 39.9565208]",15024.4,1440.0,"[[0, 225, 0], [225, 294, 1], [294, 306, 0]]"
"[-75.3076564, 39.950665]","[-75.1562587, 39.9526803]",15842.9,1536.6,"[[0, 225, 0], [225, 294, 1], [294, 323, 0]]"
"[-75.3076564, 39.950665]","[-75.160496, 39.9495792]",14198.9,1476.9,"[[0, 250, 0]]"
"[-75.3076564, 39.950665]","[-75.1596329, 39.9559719]",15173.9,1440.7,"[[0, 225, 0], [225, 294, 1], [294, 310, 0]]"
"[-75.3076564, 39.950665]","[-75.1543343, 39.9547207]",15840.3,1529.8,"[[0, 225, 0], [225, 294, 1], [294, 323, 0]]"
"[-75.3076564, 39.950665]","[-75.1512021, 39.9477973]",15102.3,1573.4,"[[0, 261, 0]]"
"[-75.3076564, 39.950665]","[-75.1712732, 39.953202]",13271.5,1358.8,"[[0, 239, 0]]"
"[-75.3076564, 39.950665]","[-75.1646384, 39.9505969]",13727.2,1403.5,"[[0, 243, 0]]"
"[-75.3076564, 39.950665]","[-75.1553822, 39.9564976]",15888.1,1543.5,"[[0, 225, 0], [225, 294, 1], [294, 324, 0]]"
"[-75.3076564, 39.950665]","[-75.1521691, 39.9498503]",14831.6,1546.6,"[[0, 257, 0]]"
"[-75.3076564, 39.950665]","[-75.1655738, 39.9548474]",15029.9,1436.3,"[[0, 225, 0], [225, 294, 1], [294, 302, 0]]"
"[-75.3076564, 39.950665]","[-75.1462398, 39.9534007]",16554.2,1567.5,"[[0, 225, 0], [225, 314, 1], [314, 331, 0]]"
"[-75.3076564, 39.950665]","[-75.1669977, 39.9542162]",14809.9,1464.2,"[[0, 225, 0], [225, 288, 1], [288, 321, 0]]"
"[-75.3076564, 39.950665]","[-75.1659027, 39.9549769]",15069.8,1445.8,"[[0, 225, 0], [225, 294, 1], [294, 303, 0]]"
"[-75.3076564, 39.950665]","[-75.1691875, 39.9538357]",14006.9,1446.5,"[[0, 254, 0]]"
"[-75.3076564, 39.950665]","[-75.168648, 39.9552849]",14716.3,1447.8,"[[0, 225, 0], [225, 288, 1], [288, 319, 0]]"
"[-75.3076564, 39.950665]","[-75.1686976, 39.9550004]",14715.6,1447.7,"[[0, 225, 0], [225, 288, 1], [288, 319, 0]]"
"[-75.3076564, 39.950665]","[-75.1666223, 39.951126]",13550.8,1383.8,"[[0, 242, 0]]"
"[-75.3076564, 39.950665]","[-75.1658779, 39.9533135]",15145.6,1448.7,"[[0, 225, 0], [225, 294, 1], [294, 305, 0]]"
"[-75.3076564, 39.950665]","[-75.1541314, 39.9549848]",15682.2,1491.9,"[[0, 225, 0], [225, 294, 1], [294, 321, 0]]"
"[-75.3076564, 39.950665]","[-75.1548244, 39.9607]",16304.8,1566.9,"[[0, 333, 0]]"
"[-75.3076564, 39.950665]","[-75.1729633, 39.9619508]",14412.9,1470.2,"[[0, 225, 0], [225, 288, 1], [288, 316, 0]]"
"[-75.3076564, 39.950665]","[-75.1559444, 39.9539208]",15662.6,1512.2,"[[0, 225, 0], [225, 294, 1], [294, 321, 0]]"
"[-75.3076564, 39.950665]","[-75.1669336, 39.9542882]",14814.0,1464.9,"[[0, 225, 0], [225, 288, 1], [288, 321, 0]]"
"[-75.3076564, 39.950665]","[-75.1604697, 39.9560453]",15102.6,1435.5,"[[0, 225, 0], [225, 294, 1], [294, 309, 0]]"
"[-75.3076564, 39.950665]","[-75.1675937, 39.9498476]",13939.1,1411.7,"[[0, 252, 0]]"
"[-75.3076564, 39.950665]","[-75.1670679, 39.9458843]",13563.6,1437.5,"[[0, 261, 0]]"
"[-75.3076564, 39.950665]","[-75.1552838, 39.9513696]",14670.3,1543.6,"[[0, 257, 0]]"
"[-75.3076564, 39.950665]","[-75.1779185, 39.9527664]",12849.5,1295.5,"[[0, 235, 0]]"
"[-75.3076564, 39.950665]","[-75.1797862, 39.9531685]",12407.4,1244.4,"[[0, 226, 0]]"
"[-75.3076564, 39.950665]","[-75.1544702, 39.9614844]",16211.9,1544.6,"[[0, 330, 0]]"
"[-75.3076564, 39.950665]","[-75.1655897, 39.9673357]",14885.0,1409.9,"[[0, 301, 0]]"
"[-75.3076564, 39.950665]","[-75.16608, 39.9510606]",13597.5,1388.6,"[[0, 242, 0]]"
"[-75.3076564, 39.950665]","[-75.1664209, 39.9503433]",13776.8,1418.1,"[[0, 245, 0]]"
