source_index,target_index,distance_m,duration_s,waycategory
"[-75.3054843, 39.9501503]","[-75.1562587, 39.9526803]",15849.2,1536.7,"[[0, 223, 0], [223, 292, 1], [292, 321, 0]]"
"[-75.3054843, 39.9501503]","[-75.160496, 39.9495792]",13527.5,1479.8,"[[0, 301, 0]]"
"[-75.3054843, 39.9501503]","[-75.1596329, 39.9559719]",15180.2,1440.7,"[[0, 223, 0], [223, 292, 1], [292, 308, 0]]"
"[-75.3054843, 39.9501503]","[-75.1543343, 39.9547207]",15846.7,1529.8,"[[0, 223, 0], [223, 292, 1], [292, 321, 0]]"
"[-75.3054843, 39.9501503]","[-75.1512021, 39.9477973]",14430.9,1576.3,"[[0, 312, 0]]"
"[-75.3054843, 39.9501503]","[-75.1712732, 39.953202]",12600.2,1361.7,"[[0, 290, 0]]"
"[-75.3054843, 39.9501503]","[-75.1646384, 39.9505969]",13055.9,1406.4,"[[0, 294, 0]]"
"[-75.3054843, 39.9501503]","[-75.1553822, 39.9564976]",15894.5,1543.5,"[[0, 223, 0], [223, 292, 1], [292, 322, 0]]"
"[-75.3054843, 39.9501503]","[-75.1521691, 39.9498503]",14160.2,1549.5,"[[0, 308, 0]]"
"[-75.3054843, 39.9501503]","[-75.1655738, 39.9548474]",15036.3,1436.3,"[[0, 223, 0], [223, 292, 1], [292, 300, 0]]"
"[-75.3054843, 39.9501503]","[-75.1462398, 39.9534007]",16560.6,1567.6,"[[0, 223, 0], [223, 312, 1], [312, 329, 0]]"
"[-75.3054843, 39.9501503]","[-75.1669977, 39.9542162]",14816.3,1464.2,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.3054843, 39.9501503]","[-75.1659027, 39.9549769]",15076.1,1445.9,"[[0, 223, 0], [223, 292, 1], [292, 301, 0]]"
"[-75.3054843, 39.9501503]","[-75.1691875, 39.9538357]",13335.6,1449.4,"[[0, 305, 0]]"
"[-75.3054843, 39.9501503]","[-75.168648, 39.9552849]",14722.7,1447.9,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.3054843, 39.9501503]","[-75.1686976, 39.9550004]",14721.9,1447.8,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.3054843, 39.9501503]","[-75.1666223, 39.951126]",12879.4,1386.7,"[[0, 293, 0]]"
"[-75.3054843, 39.9501503]","[-75.1658779, 39.9533135]",15151.9,1448.7,"[[0, 223, 0], [223, 292, 1], [292, 303, 0]]"
"[-75.3054843, 39.9501503]","[-75.1541314, 39.9549848]",15688.5,1491.9,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3054843, 39.9501503]","[-75.1548244, 39.9607]",16311.2,1566.9,"[[0, 331, 0]]"
"[-75.3054843, 39.9501503]","[-75.1729633, 39.9619508]",14419.2,1470.2,"[[0, 223, 0], [223, 286, 1], [286, 314, 0]]"
"[-75.3054843, 39.9501503]","[-75.1559444, 39.9539208]",15669.0,1512.2,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3054843, 39.9501503]","[-75.1669336, 39.9542882]",14820.3,1465.0,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.3054843, 39.9501503]","[-75.1604697, 39.9560453]",15109.0,1435.6,"[[0, 223, 0], [223, 292, 1], [292, 307, 0]]"
"[-75.3054843, 39.9501503]","[-75.1675937, 39.9498476]",13267.7,1414.6,"[[0, 303, 0]]"
"[-75.3054843, 39.9501503]","[-75.1670679, 39.9458843]",13694.2,1442.5,"[[0, 279, 0]]"
"[-75.3054843, 39.9501503]","[-75.1552838, 39.9513696]",13998.9,1546.5,"[[0, 308, 0]]"
"[-75.3054843, 39.9501503]","[-75.1779185, 39.9527664]",12178.1,1298.4,"[[0, 286, 0]]"
"[-75.3054843, 39.9501503]","[-75.1797862, 39.9531685]",11736.1,1247.3,"[[0, 277, 0]]"
"[-75.3054843, 39.9501503]","[-75.1544702, 39.9614844]",16218.2,1544.6,"[[0, 328, 0]]"
"[-75.3054843, 39.9501503]","[-75.1655897, 39.9673357]",14891.3,1409.9,"[[0, 299, 0]]"
"[-75.3054843, 39.9501503]","[-75.16608, 39.9510606]",12926.1,1391.5,"[[0, 293, 0]]"
"[-75.3054843, 39.9501503]","[-75.1664209, 39.9503433]",13105.4,1421.0,"[[0, 296, 0]]"
"[-75.3054843, 39.9501503]","[-75.1561177, 39.9487839]",14348.2,1551.2,"[[0, 328, 0]]"
"[-75.3054843, 39.9501503]","[-75.1595695, 39.950964]",13711.4,1507.5,"[[0, 302, 0]]"
"[-75.3054843, 39.9501503]","[-75.1498611, 39.9520642]",16394.7,1531.6,"[[0, 223, 0], [223, 312, 1], [312, 319, 0]]"
"[-75.3065882, 39.9509215]","[-75.1666744, 39.9529142]",12928.7,1389.1,"[[0, 299, 0]]"
"[-75.3065882, 39.9509215]","[-75.1547527, 39.9461843]",14275.4,1523.5,"[[0, 329, 0]]"
"[-75.3065882, 39.9509215]","[-75.1588087, 39.9519519]",15675.4,1498.1,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3065882, 39.9509215]","[-75.1555507, 39.9554634]",15445.3,1457.4,"[[0, 223, 0], [223, 292, 1], [292, 316, 0]]"
"[-75.3065882, 39.9509215]","[-75.1683452, 39.953861]",13187.5,1422.2,"[[0, 303, 0]]"
"[-75.3065882, 39.9509215]","[-75.1524421, 39.9486116]",14217.9,1578.0,"[[0, 310, 0]]"
"[-75.3065882, 39.9509215]","[-75.1696579, 39.9671376]",14457.5,1361.2,"[[0, 292, 0]]"
"[-75.3065882, 39.9509215]","[-75.1687489, 39.9511026]",12645.3,1353.5,"[[0, 292, 0]]"
"[-75.3065882, 39.9509215]","[-75.1513737, 39.9499548]",14159.7,1544.6,"[[0, 310, 0]]"
"[-75.3065882, 39.9509215]","[-75.1658471, 39.9513517]",13195.8,1437.3,"[[0, 308, 0]]"
"[-75.3065882, 39.9509215]","[-75.1808705, 39.9496709]",12599.1,1335.5,"[[0, 260, 0]]"
"[-75.3065882, 39.9509215]","[-75.16993, 39.954012]",12731.3,1360.6,"[[0, 296, 0]]"
"[-75.3065882, 39.9509215]","[-75.1689145, 39.9534406]",12728.8,1364.5,"[[0, 297, 0]]"
"[-75.3065882, 39.9509215]","[-75.1621446, 39.9565208]",14943.1,1422.5,"[[0, 223, 0], [223, 292, 1], [292, 304, 0]]"
"[-75.3065882, 39.9509215]","[-75.1562587, 39.9526803]",15761.5,1519.1,"[[0, 223, 0], [223, 292, 1], [292, 321, 0]]"
"[-75.3065882, 39.9509215]","[-75.160496, 39.9495792]",13439.9,1462.2,"[[0, 301, 0]]"
"[-75.3065882, 39.9509215]","[-75.1596329, 39.9559719]",15092.6,1423.1,"[[0, 223, 0], [223, 292, 1], [292, 308, 0]]"
"[-75.3065882, 39.9509215]","[-75.1543343, 39.9547207]",15759.0,1512.3,"[[0, 223, 0], [223, 292, 1], [292, 321, 0]]"
"[-75.3065882, 39.9509215]","[-75.1512021, 39.9477973]",14343.2,1558.7,"[[0, 312, 0]]"
"[-75.3065882, 39.9509215]","[-75.1712732, 39.953202]",12512.5,1344.1,"[[0, 290, 0]]"
"[-75.3065882, 39.9509215]","[-75.1646384, 39.9505969]",12968.2,1388.8,"[[0, 294, 0]]"
"[-75.3065882, 39.9509215]","[-75.1553822, 39.9564976]",15806.8,1526.0,"[[0, 223, 0], [223, 292, 1], [292, 322, 0]]"
"[-75.3065882, 39.9509215]","[-75.1521691, 39.9498503]",14072.6,1531.9,"[[0, 308, 0]]"
"[-75.3065882, 39.9509215]","[-75.1655738, 39.9548474]",14948.6,1418.7,"[[0, 223, 0], [223, 292, 1], [292, 300, 0]]"
"[-75.3065882, 39.9509215]","[-75.1462398, 39.9534007]",16472.9,1550.0,"[[0, 223, 0], [223, 312, 1], [312, 329, 0]]"
"[-75.3065882, 39.9509215]","[-75.1669977, 39.9542162]",14728.6,1446.6,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.3065882, 39.9509215]","[-75.1659027, 39.9549769]",14988.4,1428.3,"[[0, 223, 0], [223, 292, 1], [292, 301, 0]]"
"[-75.3065882, 39.9509215]","[-75.1691875, 39.9538357]",13247.9,1431.8,"[[0, 305, 0]]"
"[-75.3065882, 39.9509215]","[-75.168648, 39.9552849]",14635.0,1430.3,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.3065882, 39.9509215]","[-75.1686976, 39.9550004]",14634.3,1430.2,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.3065882, 39.9509215]","[-75.1666223, 39.951126]",12791.7,1369.1,"[[0, 293, 0]]"
"[-75.3065882, 39.9509215]","[-75.1658779, 39.9533135]",15064.3,1431.1,"[[0, 223, 0], [223, 292, 1], [292, 303, 0]]"
"[-75.3065882, 39.9509215]","[-75.1541314, 39.9549848]",15600.8,1474.3,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3065882, 39.9509215]","[-75.1548244, 39.9607]",16223.5,1549.3,"[[0, 331, 0]]"
"[-75.3065882, 39.9509215]","[-75.1729633, 39.9619508]",14331.6,1452.6,"[[0, 223, 0], [223, 286, 1], [286, 314, 0]]"
"[-75.3065882, 39.9509215]","[-75.1559444, 39.9539208]",15581.3,1494.7,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3065882, 39.9509215]","[-75.1669336, 39.9542882]",14732.7,1447.4,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.3065882, 39.9509215]","[-75.1604697, 39.9560453]",15021.3,1418.0,"[[0, 223, 0], [223, 292, 1], [292, 307, 0]]"
"[-75.3065882, 39.9509215]","[-75.1675937, 39.9498476]",13180.1,1397.0,"[[0, 303, 0]]"
"[-75.3065882, 39.9509215]","[-75.1670679, 39.9458843]",13606.5,1424.9,"[[0, 279, 0]]"
"[-75.3065882, 39.9509215]","[-75.1552838, 39.9513696]",13911.3,1528.9,"[[0, 308, 0]]"
"[-75.3065882, 39.9509215]","[-75.1779185, 39.9527664]",12090.5,1280.8,"[[0, 286, 0]]"
"[-75.3065882, 39.9509215]","[-75.1797862, 39.9531685]",11648.4,1229.7,"[[0, 277, 0]]"
"[-75.3065882, 39.9509215]","[-75.1544702, 39.9614844]",16130.5,1527.0,"[[0, 328, 0]]"
"[-75.3065882, 39.9509215]","[-75.1655897, 39.9673357]",14803.7,1392.3,"[[0, 299, 0]]"
"[-75.3065882, 39.9509215]","[-75.16608, 39.9510606]",12838.4,1373.9,"[[0, 293, 0]]"
"[-75.3065882, 39.9509215]","[-75.1664209, 39.9503433]",13017.8,1403.4,"[[0, 296, 0]]"
"[-75.3065882, 39.9509215]","[-75.1561177, 39.9487839]",14260.5,1533.6,"[[0, 328, 0]]"
"[-75.3065882, 39.9509215]","[-75.1595695, 39.950964]",13623.8,1489.9,"[[0, 302, 0]]"
"[-75.3065882, 39.9509215]","[-75.1498611, 39.9520642]",16307.0,1514.0,"[[0, 223, 0], [223, 312, 1], [312, 319, 0]]"
"[-75.3067736, 39.9511634]","[-75.1666744, 39.9529142]",12897.6,1385.4,"[[0, 299, 0]]"
"[-75.3067736, 39.9511634]","[-75.1547527, 39.9461843]",14244.3,1519.7,"[[0, 329, 0]]"
"[-75.3067736, 39.9511634]","[-75.1588087, 39.9519519]",15644.3,1494.3,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3067736, 39.9511634]","[-75.1555507, 39.9554634]",15414.2,1453.7,"[[0, 223, 0], [223, 292, 1], [292, 316, 0]]"
"[-75.3067736, 39.9511634]","[-75.1683452, 39.953861]",13156.4,1418.5,"[[0, 303, 0]]"
"[-75.3067736, 39.9511634]","[-75.1524421, 39.9486116]",14186.8,1574.2,"[[0, 310, 0]]"
"[-75.3067736, 39.9511634]","[-75.1696579, 39.9671376]",14426.4,1357.4,"[[0, 292, 0]]"
"[-75.3067736, 39.9511634]","[-75.1687489, 39.9511026]",12614.2,1349.8,"[[0, 292, 0]]"
"[-75.3067736, 39.9511634]","[-75.1513737, 39.9499548]",14128.6,1540.8,"[[0, 310, 0]]"
"[-75.3067736, 39.9511634]","[-75.1658471, 39.9513517]",13164.7,1433.6,"[[0, 308, 0]]"
"[-75.3067736, 39.9511634]","[-75.1808705, 39.9496709]",12568.0,1331.8,"[[0, 260, 0]]"
"[-75.3067736, 39.9511634]","[-75.16993, 39.954012]",12700.2,1356.9,"[[0, 296, 0]]"
"[-75.3067736, 39.9511634]","[-75.1689145, 39.9534406]",12697.7,1360.8,"[[0, 297, 0]]"
"[-75.3067736, 39.9511634]","[-75.1621446, 39.9565208]",14912.0,1418.7,"[[0, 223, 0], [223, 292, 1], [292, 304, 0]]"
"[-75.3067736, 39.9511634]","[-75.1562587, 39.9526803]",15730.5,1515.3,"[[0, 223, 0], [223, 292, 1], [292, 321, 0]]"
"[-75.3067736, 39.9511634]","[-75.160496, 39.9495792]",13408.8,1458.5,"[[0, 301, 0]]"
"[-75.3067736, 39.9511634]","[-75.1596329, 39.9559719]",15061.5,1419.4,"[[0, 223, 0], [223, 292, 1], [292, 308, 0]]"
"[-75.3067736, 39.9511634]","[-75.1543343, 39.9547207]",15727.9,1508.5,"[[0, 223, 0], [223, 292, 1], [292, 321, 0]]"
"[-75.3067736, 39.9511634]","[-75.1512021, 39.9477973]",14312.2,1555.0,"[[0, 312, 0]]"
"[-75.3067736, 39.9511634]","[-75.1712732, 39.953202]",12481.4,1340.3,"[[0, 290, 0]]"
"[-75.3067736, 39.9511634]","[-75.1646384, 39.9505969]",12937.1,1385.1,"[[0, 294, 0]]"
"[-75.3067736, 39.9511634]","[-75.1553822, 39.9564976]",15775.7,1522.2,"[[0, 223, 0], [223, 292, 1], [292, 322, 0]]"
"[-75.3067736, 39.9511634]","[-75.1521691, 39.9498503]",14041.5,1528.2,"[[0, 308, 0]]"
"[-75.3067736, 39.9511634]","[-75.1655738, 39.9548474]",14917.5,1415.0,"[[0, 223, 0], [223, 292, 1], [292, 300, 0]]"
"[-75.3067736, 39.9511634]","[-75.1462398, 39.9534007]",16441.8,1546.3,"[[0, 223, 0], [223, 312, 1], [312, 329, 0]]"
"[-75.3067736, 39.9511634]","[-75.1669977, 39.9542162]",14697.5,1442.9,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.3067736, 39.9511634]","[-75.1659027, 39.9549769]",14957.4,1424.5,"[[0, 223, 0], [223, 292, 1], [292, 301, 0]]"
"[-75.3067736, 39.9511634]","[-75.1691875, 39.9538357]",13216.8,1428.1,"[[0, 305, 0]]"
"[-75.3067736, 39.9511634]","[-75.168648, 39.9552849]",14603.9,1426.5,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.3067736, 39.9511634]","[-75.1686976, 39.9550004]",14603.2,1426.5,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.3067736, 39.9511634]","[-75.1666223, 39.951126]",12760.7,1365.4,"[[0, 293, 0]]"
"[-75.3067736, 39.9511634]","[-75.1658779, 39.9533135]",15033.2,1427.4,"[[0, 223, 0], [223, 292, 1], [292, 303, 0]]"
"[-75.3067736, 39.9511634]","[-75.1541314, 39.9549848]",15569.8,1470.6,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3067736, 39.9511634]","[-75.1548244, 39.9607]",16192.4,1545.6,"[[0, 331, 0]]"
"[-75.3067736, 39.9511634]","[-75.1729633, 39.9619508]",14300.5,1448.9,"[[0, 223, 0], [223, 286, 1], [286, 314, 0]]"
"[-75.3067736, 39.9511634]","[-75.1559444, 39.9539208]",15550.2,1490.9,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3067736, 39.9511634]","[-75.1669336, 39.9542882]",14701.6,1443.6,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.3067736, 39.9511634]","[-75.1604697, 39.9560453]",14990.2,1414.3,"[[0, 223, 0], [223, 292, 1], [292, 307, 0]]"
"[-75.3067736, 39.9511634]","[-75.1675937, 39.9498476]",13149.0,1393.2,"[[0, 303, 0]]"
"[-75.3067736, 39.9511634]","[-75.1670679, 39.9458843]",13575.4,1421.2,"[[0, 279, 0]]"
"[-75.3067736, 39.9511634]","[-75.1552838, 39.9513696]",13880.2,1525.1,"[[0, 308, 0]]"
"[-75.3067736, 39.9511634]","[-75.1779185, 39.9527664]",12059.4,1277.1,"[[0, 286, 0]]"
"[-75.3067736, 39.9511634]","[-75.1797862, 39.9531685]",11617.3,1226.0,"[[0, 277, 0]]"
"[-75.3067736, 39.9511634]","[-75.1544702, 39.9614844]",16099.4,1523.3,"[[0, 328, 0]]"
"[-75.3067736, 39.9511634]","[-75.1655897, 39.9673357]",14772.6,1388.6,"[[0, 299, 0]]"
"[-75.3067736, 39.9511634]","[-75.16608, 39.9510606]",12807.4,1370.2,"[[0, 293, 0]]"
"[-75.3067736, 39.9511634]","[-75.1664209, 39.9503433]",12986.7,1399.7,"[[0, 296, 0]]"
"[-75.3067736, 39.9511634]","[-75.1561177, 39.9487839]",14229.4,1529.8,"[[0, 328, 0]]"
"[-75.3067736, 39.9511634]","[-75.1595695, 39.950964]",13592.7,1486.2,"[[0, 302, 0]]"
"[-75.3067736, 39.9511634]","[-75.1498611, 39.9520642]",16275.9,1510.3,"[[0, 223, 0], [223, 312, 1], [312, 319, 0]]"
"[-75.3067772, 39.9512256]","[-75.1666744, 39.9529142]",12891.3,1384.6,"[[0, 299, 0]]"
"[-75.3067772, 39.9512256]","[-75.1547527, 39.9461843]",14238.0,1519.0,"[[0, 329, 0]]"
"[-75.3067772, 39.9512256]","[-75.1588087, 39.9519519]",15638.0,1493.6,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3067772, 39.9512256]","[-75.1555507, 39.9554634]",15407.8,1452.9,"[[0, 223, 0], [223, 292, 1], [292, 316, 0]]"
"[-75.3067772, 39.9512256]","[-75.1683452, 39.953861]",13150.0,1417.7,"[[0, 303, 0]]"
"[-75.3067772, 39.9512256]","[-75.1524421, 39.9486116]",14180.5,1573.5,"[[0, 310, 0]]"
"[-75.3067772, 39.9512256]","[-75.1696579, 39.9671376]",14420.1,1356.7,"[[0, 292, 0]]"
"[-75.3067772, 39.9512256]","[-75.1687489, 39.9511026]",12607.9,1349.0,"[[0, 292, 0]]"
"[-75.3067772, 39.9512256]","[-75.1513737, 39.9499548]",14122.2,1540.1,"[[0, 310, 0]]"
"[-75.3067772, 39.9512256]","[-75.1658471, 39.9513517]",13158.3,1432.8,"[[0, 308, 0]]"
"[-75.3067772, 39.9512256]","[-75.1808705, 39.9496709]",12561.7,1331.0,"[[0, 260, 0]]"
"[-75.3067772, 39.9512256]","[-75.16993, 39.954012]",12693.8,1356.1,"[[0, 296, 0]]"
"[-75.3067772, 39.9512256]","[-75.1689145, 39.9534406]",12691.4,1360.1,"[[0, 297, 0]]"
"[-75.3067772, 39.9512256]","[-75.1621446, 39.9565208]",14905.6,1418.0,"[[0, 223, 0], [223, 292, 1], [292, 304, 0]]"
"[-75.3067772, 39.9512256]","[-75.1562587, 39.9526803]",15724.1,1514.6,"[[0, 223, 0], [223, 292, 1], [292, 321, 0]]"
"[-75.3067772, 39.9512256]","[-75.160496, 39.9495792]",13402.4,1457.7,"[[0, 301, 0]]"
"[-75.3067772, 39.9512256]","[-75.1596329, 39.9559719]",15055.1,1418.6,"[[0, 223, 0], [223, 292, 1], [292, 308, 0]]"
"[-75.3067772, 39.9512256]","[-75.1543343, 39.9547207]",15721.5,1507.8,"[[0, 223, 0], [223, 292, 1], [292, 321, 0]]"
"[-75.3067772, 39.9512256]","[-75.1512021, 39.9477973]",14305.8,1554.2,"[[0, 312, 0]]"
"[-75.3067772, 39.9512256]","[-75.1712732, 39.953202]",12475.1,1339.6,"[[0, 290, 0]]"
"[-75.3067772, 39.9512256]","[-75.1646384, 39.9505969]",12930.8,1384.3,"[[0, 294, 0]]"
"[-75.3067772, 39.9512256]","[-75.1553822, 39.9564976]",15769.4,1521.5,"[[0, 223, 0], [223, 292, 1], [292, 322, 0]]"
"[-75.3067772, 39.9512256]","[-75.1521691, 39.9498503]",14035.1,1527.4,"[[0, 308, 0]]"
"[-75.3067772, 39.9512256]","[-75.1655738, 39.9548474]",14911.1,1414.2,"[[0, 223, 0], [223, 292, 1], [292, 300, 0]]"
"[-75.3067772, 39.9512256]","[-75.1462398, 39.9534007]",16435.5,1545.5,"[[0, 223, 0], [223, 312, 1], [312, 329, 0]]"
"[-75.3067772, 39.9512256]","[-75.1669977, 39.9542162]",14691.1,1442.1,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.3067772, 39.9512256]","[-75.1659027, 39.9549769]",14951.0,1423.8,"[[0, 223, 0], [223, 292, 1], [292, 301, 0]]"
"[-75.3067772, 39.9512256]","[-75.1691875, 39.9538357]",13210.5,1427.3,"[[0, 305, 0]]"
"[-75.3067772, 39.9512256]","[-75.168648, 39.9552849]",14597.6,1425.8,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.3067772, 39.9512256]","[-75.1686976, 39.9550004]",14596.8,1425.7,"[[0, 223, 0], [223, 286, 1], [286, 317, 0]]"
"[-75.3067772, 39.9512256]","[-75.1666223, 39.951126]",12754.3,1364.6,"[[0, 293, 0]]"
"[-75.3067772, 39.9512256]","[-75.1658779, 39.9533135]",15026.8,1426.6,"[[0, 223, 0], [223, 292, 1], [292, 303, 0]]"
"[-75.3067772, 39.9512256]","[-75.1541314, 39.9549848]",15563.4,1469.8,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3067772, 39.9512256]","[-75.1548244, 39.9607]",16186.1,1544.8,"[[0, 331, 0]]"
"[-75.3067772, 39.9512256]","[-75.1729633, 39.9619508]",14294.1,1448.2,"[[0, 223, 0], [223, 286, 1], [286, 314, 0]]"
"[-75.3067772, 39.9512256]","[-75.1559444, 39.9539208]",15543.9,1490.2,"[[0, 223, 0], [223, 292, 1], [292, 319, 0]]"
"[-75.3067772, 39.9512256]","[-75.1669336, 39.9542882]",14695.2,1442.9,"[[0, 223, 0], [223, 286, 1], [286, 319, 0]]"
"[-75.3067772, 39.9512256]","[-75.1604697, 39.9560453]",14983.8,1413.5,"[[0, 223, 0], [223, 292, 1], [292, 307, 0]]"
"[-75.3067772, 39.9512256]","[-75.1675937, 39.9498476]",13142.6,1392.5,"[[0, 303, 0]]"
"[-75.3067772, 39.9512256]","[-75.1670679, 39.9458843]",13569.1,1420.4,"[[0, 279, 0]]"
"[-75.3067772, 39.9512256]","[-75.1552838, 39.9513696]",13873.8,1524.4,"[[0, 308, 0]]"
"[-75.3067772, 39.9512256]","[-75.1779185, 39.9527664]",12053.0,1276.3,"[[0, 286, 0]]"
"[-75.3067772, 39.9512256]","[-75.1797862, 39.9531685]",11610.9,1225.2,"[[0, 277, 0]]"
"[-75.3067772, 39.9512256]","[-75.1544702, 39.9614844]",16093.1,1522.5,"[[0, 328, 0]]"
"[-75.3067772, 39.9512256]","[-75.1655897, 39.9673357]",14766.2,1387.8,"[[0, 299, 0]]"
"[-75.3067772, 39.9512256]","[-75.16608, 39.9510606]",12801.0,1369.4,"[[0, 293, 0]]"
"[-75.3067772, 39.9512256]","[-75.1664209, 39.9503433]",12980.3,1398.9,"[[0, 296, 0]]"
"[-75.3067772, 39.9512256]","[-75.1561177, 39.9487839]",14223.1,1529.1,"[[0, 328, 0]]"
"[-75.3067772, 39.9512256]","[-75.1595695, 39.950964]",13586.3,1485.4,"[[0, 302, 0]]"
"[-75.3067772, 39.9512256]","[-75.1498611, 39.9520642]",16269.6,1509.5,"[[0, 223, 0], [223, 312, 1], [312, 319, 0]]"
"[-75.307688, 39.9509595]","[-75.1666744, 39.9529142]",12979.4,1401.1,"[[0, 301, 0]]"
"[-75.307688, 39.9509595]","[-75.1547527, 39.9461843]",14326.1,1535.5,"[[0, 331, 0]]"
"[-75.307688, 39.9509595]","[-75.1588087, 39.9519519]",15726.1,1510.1,"[[0, 225, 0], [225, 294, 1], [294, 321, 0]]"
"[-75.307688, 39.9509595]","[-75.1555507, 39.9554634]",15496.0,1469.5,"[[0, 225, 0], [225, 294, 1], [294, 318, 0]]"
"[-75.307688, 39.9509595]","[-75.1683452, 39.953861]",13238.1,1434.3,"[[0, 305, 0]]"
"[-75.307688, 39.9509595]","[-75.1524421, 39.9486116]",14268.6,1590.0,"[[0, 312, 0]]"
"[-75.307688, 39.9509595]","[-75.1696579, 39.9671376]",14508.2,1373.2,"[[0, 294, 0]]"
"[-75.307688, 39.9509595]","[-75.1687489, 39.9511026]",12696.0,1365.6,"[[0, 294, 0]]"
"[-75.307688, 39.9509595]","[-75.1513737, 39.9499548]",14210.3,1556.6,"[[0, 312, 0]]"
"[-75.307688, 39.9509595]","[-75.1658471, 39.9513517]",13246.4,1449.4,"[[0, 310, 0]]"
"[-75.307688, 39.9509595]","[-75.1808705, 39.9496709]",12649.8,1347.6,"[[0, 262, 0]]"
"[-75.307688, 39.9509595]","[-75.16993, 39.954012]",12781.9,1372.7,"[[0, 298, 0]]"
"[-75.307688, 39.9509595]","[-75.1689145, 39.9534406]",12779.5,1376.6,"[[0, 299, 0]]"
"[-75.307688, 39.9509595]","[-75.1621446, 39.9565208]",14993.7,1434.5,"[[0, 225, 0], [225, 294, 1], [294, 306, 0]]"
"[-75.307688, 39.9509595]","[-75.1562587, 39.9526803]",15812.2,1531.1,"[[0, 225, 0], [225, 294, 1], [294, 323, 0]]"
"[-75.307688, 39.9509595]","[-75.160496, 39.9495792]",13490.5,1474.3,"[[0, 303, 0]]"
"[-75.307688, 39.9509595]","[-75.1596329, 39.9559719]",15143.2,1435.2,"[[0, 225, 0], [225, 294, 1], [294, 310, 0]]"
"[-75.307688, 39.9509595]","[-75.1543343, 39.9547207]",15809.6,1524.3,"[[0, 225, 0], [225, 294, 1], [294, 323, 0]]"
"[-75.307688, 39.9509595]","[-75.1512021, 39.9477973]",14393.9,1570.7,"[[0, 314, 0]]"
"[-75.307688, 39.9509595]","[-75.1712732, 39.953202]",12563.2,1356.1,"[[0, 292, 0]]"
"[-75.307688, 39.9509595]","[-75.1646384, 39.9505969]",13018.9,1400.9,"[[0, 296, 0]]"
"[-75.307688, 39.9509595]","[-75.1553822, 39.9564976]",15857.5,1538.0,"[[0, 225, 0], [225, 294, 1], [294, 324, 0]]"
"[-75.307688, 39.9509595]","[-75.1521691, 39.9498503]",14123.2,1544.0,"[[0, 310, 0]]"
"[-75.307688, 39.9509595]","[-75.1655738, 39.9548474]",14999.2,1430.7,"[[0, 225, 0], [225, 294, 1], [294, 302, 0]]"
"[-75.307688, 39.9509595]","[-75.1462398, 39.9534007]",16523.6,1562.0,"[[0, 225, 0], [225, 314, 1], [314, 331, 0]]"
"[-75.307688, 39.9509595]","[-75.1669977, 39.9542162]",14779.2,1458.7,"[[0, 225, 0], [225, 288, 1], [288, 321, 0]]"
"[-75.307688, 39.9509595]","[-75.1659027, 39.9549769]",15039.1,1440.3,"[[0, 225, 0], [225, 294, 1], [294, 303, 0]]"
"[-75.307688, 39.9509595]","[-75.1691875, 39.9538357]",13298.6,1443.8,"[[0, 307, 0]]"
"[-75.307688, 39.9509595]","[-75.168648, 39.9552849]",14685.7,1442.3,"[[0, 225, 0], [225, 288, 1], [288, 319, 0]]"
"[-75.307688, 39.9509595]","[-75.1686976, 39.9550004]",14684.9,1442.2,"[[0, 225, 0], [225, 288, 1], [288, 319, 0]]"
"[-75.307688, 39.9509595]","[-75.1666223, 39.951126]",12842.4,1381.2,"[[0, 295, 0]]"
